arg(a0).
arg(a42).
arg(a1).
arg(a35).
arg(a37).
arg(a2).
arg(a16).
arg(a22).
arg(a27).
arg(a32).
arg(a38).
arg(a43).
arg(a3).
arg(a33).
arg(a36).
arg(a4).
arg(a34).
arg(a5).
arg(a30).
arg(a31).
arg(a6).
arg(a14).
arg(a7).
arg(a48).
arg(a8).
arg(a19).
arg(a28).
arg(a9).
arg(a44).
arg(a10).
arg(a21).
arg(a12).
arg(a18).
arg(a13).
arg(a20).
arg(a17).
arg(a29).
arg(a46).
arg(a23).
arg(a26).
arg(a25).
arg(a39).
arg(a49).
arg(a47).
arg(a41).
arg(a45).

att(a0,a42):-0.22.
att(a1,a35):-0.43.
att(a1,a37):-0.12.
att(a35,a48):-0.72.
att(a2,a16):-0.35.
att(a2,a22):-0.43.
att(a2,a27):-0.7.
att(a2,a32):-0.55.
att(a2,a38):-0.84.
att(a2,a43):-0.27.
att(a16,a20):-0.76.
att(a16,a48):-0.96.
att(a22,a28):-0.32.
att(a22,a46):-0.13.
att(a22,a48):-0.21.
att(a32,a34):-0.98.
att(a38,a45):-0.17.
att(a3,a16):-0.35.
att(a3,a22):-0.69.
att(a3,a33):-0.6.
att(a3,a36):-0.87.
att(a3,a38):-0.48.
att(a33,a41):-0.36.
att(a4,a16):-0.4.
att(a4,a34):-0.88.
att(a34,a35):-0.47.
att(a34,a46):-0.8.
att(a5,a27):-0.42.
att(a5,a30):-0.12.
att(a5,a31):-0.98.
att(a30,a36):-0.24.
att(a6,a14):-0.42.
att(a6,a33):-0.69.
att(a14,a38):-0.56.
att(a7,a48):-0.13.
att(a8,a19):-1.0.
att(a8,a28):-0.83.
att(a28,a37):-0.74.
att(a28,a47):-0.48.
att(a9,a44):-0.99.
att(a44,a48):-0.41.
att(a10,a14):-0.8.
att(a10,a21):-0.7.
att(a10,a44):-0.41.
att(a12,a18):-0.93.
att(a18,a19):-0.34.
att(a18,a29):-0.38.
att(a13,a43):-0.33.
att(a17,a31):-0.45.
att(a29,a41):-0.72.
att(a23,a26):-0.4.
att(a23,a31):-0.57.
att(a23,a37):-0.72.
att(a26,a39):-1.0.
att(a26,a49):-0.87.
att(a25,a33):-0.53.
att(a25,a39):-0.23.
att(a25,a43):-0.39.
att(a25,a44):-0.61.
att(a39,a41):-0.84.
att(a45,a46):-0.21.

# number of nodes = 46
# number of edges = 61
