arg(a0).
arg(a29).
arg(a1).
arg(a3).
arg(a13).
arg(a2).
arg(a25).
arg(a7).
arg(a8).
arg(a27).
arg(a4).
arg(a16).
arg(a5).
arg(a15).
arg(a9).
arg(a11).
arg(a10).
arg(a20).
arg(a12).
arg(a22).
arg(a24).
arg(a14).
arg(a17).
arg(a19).
arg(a21).
arg(a23).
arg(a18).
arg(a26).

att(a0,a29):-0.31.
att(a1,a3):-0.23.
att(a1,a13):-0.38.
att(a3,a7):-0.65.
att(a3,a8):-0.65.
att(a3,a25):-0.31.
att(a3,a27):-0.16.
att(a13,a24):-0.72.
att(a2,a25):-0.2.
att(a25,a27):-0.4.
att(a7,a15):-0.51.
att(a8,a9):-0.46.
att(a8,a11):-0.78.
att(a8,a29):-0.3.
att(a4,a16):-0.19.
att(a16,a24):-0.14.
att(a5,a16):-0.39.
att(a15,a17):-0.39.
att(a15,a19):-0.48.
att(a15,a29):-0.2.
att(a10,a20):-0.98.
att(a12,a16):-0.11.
att(a12,a22):-0.26.
att(a24,a29):-0.7.
att(a14,a25):-0.29.
att(a14,a29):-0.49.
att(a17,a21):-0.83.
att(a17,a22):-0.62.
att(a17,a23):-0.92.
att(a23,a24):-0.21.
att(a23,a25):-0.67.
att(a18,a29):-0.17.
att(a26,a29):-0.74.

# number of nodes = 28
# number of edges = 33
