arg(a0).
arg(a2).
arg(a1).
arg(a8).
arg(a17).
arg(a20).
arg(a30).
arg(a48).
arg(a14).
arg(a16).
arg(a18).
arg(a28).
arg(a29).
arg(a37).
arg(a45).
arg(a3).
arg(a4).
arg(a15).
arg(a39).
arg(a7).
arg(a36).
arg(a47).
arg(a5).
arg(a6).
arg(a21).
arg(a27).
arg(a42).
arg(a44).
arg(a46).
arg(a9).
arg(a24).
arg(a35).
arg(a49).
arg(a11).
arg(a19).
arg(a23).
arg(a26).
arg(a41).
arg(a10).
arg(a32).
arg(a12).
arg(a34).
arg(a25).
arg(a38).
arg(a43).
arg(a13).
arg(a22).
arg(a31).
arg(a33).

att(a0,a2):-0.73.
att(a2,a14):-0.9.
att(a2,a16):-0.67.
att(a2,a17):-0.43.
att(a2,a18):-0.62.
att(a2,a28):-0.4.
att(a2,a29):-0.65.
att(a2,a37):-0.78.
att(a2,a45):-0.39.
att(a1,a8):-0.93.
att(a1,a17):-0.45.
att(a1,a20):-0.52.
att(a1,a30):-0.59.
att(a1,a48):-0.16.
att(a8,a11):-0.62.
att(a8,a42):-0.3.
att(a17,a36):-0.31.
att(a17,a42):-0.71.
att(a20,a46):-0.28.
att(a30,a41):-0.5.
att(a30,a42):-0.19.
att(a14,a15):-0.37.
att(a14,a39):-0.58.
att(a14,a44):-0.66.
att(a16,a28):-0.79.
att(a18,a36):-1.0.
att(a28,a35):-0.28.
att(a28,a38):-0.53.
att(a28,a44):-0.79.
att(a29,a38):-0.79.
att(a29,a43):-0.79.
att(a37,a41):-0.83.
att(a37,a45):-0.71.
att(a37,a49):-0.57.
att(a3,a4):-0.67.
att(a3,a15):-0.39.
att(a3,a16):-0.69.
att(a3,a20):-0.56.
att(a3,a39):-0.83.
att(a4,a7):-0.92.
att(a4,a16):-0.29.
att(a4,a28):-0.74.
att(a4,a36):-0.19.
att(a4,a47):-0.52.
att(a4,a48):-0.98.
att(a15,a29):-0.96.
att(a15,a35):-0.59.
att(a7,a9):-0.69.
att(a7,a17):-0.42.
att(a7,a21):-0.32.
att(a36,a39):-0.96.
att(a47,a49):-0.38.
att(a5,a6):-0.43.
att(a5,a21):-0.83.
att(a5,a27):-0.69.
att(a5,a42):-0.71.
att(a5,a44):-0.34.
att(a5,a46):-0.33.
att(a5,a48):-0.58.
att(a6,a9):-0.2.
att(a6,a20):-0.49.
att(a6,a24):-0.14.
att(a6,a35):-0.5.
att(a6,a49):-0.27.
att(a21,a29):-0.75.
att(a21,a37):-0.14.
att(a21,a38):-0.61.
att(a21,a39):-0.7.
att(a42,a43):-0.57.
att(a42,a44):-0.98.
att(a44,a48):-0.27.
att(a9,a19):-0.81.
att(a9,a20):-0.98.
att(a9,a23):-0.95.
att(a9,a26):-0.14.
att(a9,a28):-0.5.
att(a9,a41):-0.13.
att(a9,a42):-0.44.
att(a24,a32):-0.37.
att(a24,a47):-0.33.
att(a11,a12):-0.71.
att(a11,a28):-0.61.
att(a11,a34):-0.34.
att(a19,a29):-0.18.
att(a19,a41):-0.98.
att(a23,a28):-0.57.
att(a26,a30):-0.91.
att(a26,a43):-0.15.
att(a41,a46):-0.69.
att(a10,a20):-0.71.
att(a10,a29):-0.69.

# number of nodes = 49
# number of edges = 91
