arg(a0).
arg(a35).
arg(a1).
arg(a11).
arg(a12).
arg(a26).
arg(a39).
arg(a41).
arg(a2).
arg(a3).
arg(a7).
arg(a9).
arg(a15).
arg(a32).
arg(a44).
arg(a49).
arg(a18).
arg(a21).
arg(a38).
arg(a46).
arg(a4).
arg(a8).
arg(a23).
arg(a25).
arg(a34).
arg(a5).
arg(a24).
arg(a40).
arg(a43).
arg(a45).
arg(a6).
arg(a29).
arg(a30).
arg(a31).
arg(a33).
arg(a36).
arg(a17).
arg(a37).
arg(a28).
arg(a10).
arg(a20).
arg(a42).
arg(a13).
arg(a14).
arg(a16).
arg(a19).
arg(a22).
arg(a27).
arg(a48).

att(a0,a35):-0.83.
att(a35,a43):-0.25.
att(a35,a45):-0.47.
att(a1,a11):-0.17.
att(a1,a12):-0.39.
att(a1,a26):-0.15.
att(a1,a39):-0.5.
att(a1,a41):-0.42.
att(a11,a29):-0.18.
att(a11,a33):-0.43.
att(a12,a20):-0.65.
att(a12,a41):-0.58.
att(a12,a42):-0.3.
att(a26,a37):-0.6.
att(a39,a41):-0.16.
att(a39,a42):-0.57.
att(a2,a3):-0.6.
att(a2,a7):-0.52.
att(a2,a9):-0.12.
att(a2,a11):-0.57.
att(a2,a15):-0.93.
att(a2,a32):-0.79.
att(a2,a44):-0.84.
att(a2,a49):-0.96.
att(a3,a18):-0.43.
att(a3,a21):-0.12.
att(a3,a26):-0.25.
att(a3,a38):-0.41.
att(a3,a46):-0.16.
att(a7,a8):-0.79.
att(a7,a11):-0.39.
att(a7,a15):-0.84.
att(a7,a17):-0.49.
att(a7,a23):-0.88.
att(a7,a34):-0.75.
att(a7,a37):-0.27.
att(a7,a41):-0.12.
att(a9,a11):-0.84.
att(a9,a15):-0.95.
att(a9,a21):-0.12.
att(a9,a28):-0.36.
att(a15,a21):-0.32.
att(a15,a30):-0.94.
att(a15,a34):-0.55.
att(a15,a49):-0.26.
att(a32,a34):-0.35.
att(a18,a28):-0.38.
att(a18,a32):-0.8.
att(a18,a41):-0.34.
att(a4,a7):-0.82.
att(a4,a8):-0.58.
att(a4,a9):-0.71.
att(a4,a18):-0.17.
att(a4,a23):-0.67.
att(a4,a25):-0.69.
att(a4,a34):-0.23.
att(a8,a12):-0.99.
att(a8,a15):-0.72.
att(a8,a24):-0.58.
att(a8,a39):-0.46.
att(a23,a26):-0.77.
att(a23,a27):-0.99.
att(a23,a32):-0.59.
att(a25,a31):-0.65.
att(a25,a48):-0.79.
att(a34,a44):-0.78.
att(a5,a8):-0.81.
att(a5,a18):-0.43.
att(a5,a24):-0.8.
att(a5,a35):-0.19.
att(a5,a40):-0.75.
att(a5,a43):-0.95.

# number of nodes = 49
# number of edges = 72
