arg(a0).
arg(a22).
arg(a1).
arg(a16).
arg(a19).
arg(a20).
arg(a42).
arg(a46).
arg(a48).
arg(a2).
arg(a30).
arg(a38).
arg(a3).
arg(a12).
arg(a17).
arg(a31).
arg(a33).
arg(a39).
arg(a4).
arg(a6).
arg(a26).
arg(a27).
arg(a47).
arg(a5).
arg(a28).
arg(a43).
arg(a9).
arg(a15).
arg(a35).
arg(a36).
arg(a37).
arg(a41).
arg(a45).
arg(a7).
arg(a14).
arg(a29).
arg(a8).
arg(a24).
arg(a25).
arg(a18).
arg(a10).
arg(a23).
arg(a11).
arg(a13).
arg(a49).
arg(a32).
arg(a44).
arg(a40).
arg(a21).
arg(a34).

att(a0,a22):-0.89.
att(a22,a36):-0.53.
att(a22,a37):-0.38.
att(a22,a43):-0.42.
att(a22,a47):-0.26.
att(a1,a16):-0.49.
att(a1,a19):-0.78.
att(a1,a20):-0.4.
att(a1,a42):-0.88.
att(a1,a46):-0.32.
att(a1,a48):-0.38.
att(a16,a17):-0.58.
att(a16,a22):-0.81.
att(a16,a26):-0.7.
att(a16,a41):-0.49.
att(a16,a46):-0.77.
att(a19,a22):-0.3.
att(a19,a32):-0.55.
att(a19,a44):-0.11.
att(a19,a46):-0.35.
att(a20,a40):-0.22.
att(a20,a46):-0.41.
att(a46,a48):-0.36.
att(a46,a49):-0.52.
att(a2,a30):-0.97.
att(a2,a38):-0.61.
att(a30,a46):-0.93.
att(a3,a12):-0.88.
att(a3,a17):-0.46.
att(a3,a22):-0.91.
att(a3,a31):-0.37.
att(a3,a33):-0.88.
att(a3,a39):-0.96.
att(a12,a22):-0.66.
att(a12,a24):-0.35.
att(a12,a26):-0.24.
att(a12,a31):-0.95.
att(a12,a47):-0.9.
att(a12,a48):-0.51.
att(a17,a20):-0.17.
att(a17,a28):-0.5.
att(a17,a30):-0.82.
att(a17,a33):-0.37.
att(a17,a49):-0.87.
att(a33,a36):-0.85.
att(a39,a44):-0.12.
att(a4,a6):-0.96.
att(a4,a16):-0.18.
att(a4,a26):-0.6.
att(a4,a27):-0.13.
att(a4,a47):-0.25.
att(a6,a9):-0.56.
att(a6,a15):-0.25.
att(a6,a26):-0.23.
att(a6,a33):-0.59.
att(a6,a35):-0.16.
att(a6,a36):-0.19.
att(a6,a37):-0.53.
att(a6,a38):-0.44.
att(a6,a41):-0.51.
att(a6,a45):-0.32.
att(a26,a34):-0.41.
att(a26,a36):-0.83.
att(a26,a39):-0.74.
att(a26,a45):-0.79.
att(a26,a46):-0.27.
att(a27,a36):-0.82.
att(a27,a40):-0.44.
att(a47,a49):-0.78.
att(a5,a17):-0.31.
att(a5,a28):-0.38.
att(a5,a43):-0.19.

# number of nodes = 50
# number of edges = 72
