arg(a0).
arg(a5).
arg(a1).
arg(a14).
arg(a39).
arg(a2).
arg(a30).
arg(a32).
arg(a42).
arg(a47).
arg(a3).
arg(a11).
arg(a12).
arg(a4).
arg(a6).
arg(a16).
arg(a27).
arg(a45).
arg(a10).
arg(a17).
arg(a18).
arg(a35).
arg(a38).
arg(a40).
arg(a41).
arg(a7).
arg(a13).
arg(a26).
arg(a24).
arg(a33).
arg(a8).
arg(a9).
arg(a44).
arg(a31).
arg(a29).
arg(a46).
arg(a19).
arg(a22).
arg(a21).
arg(a36).
arg(a49).
arg(a37).
arg(a48).
arg(a25).
arg(a20).
arg(a28).
arg(a23).
arg(a34).
arg(a43).

att(a0,a5):-0.62.
att(a5,a10):-0.36.
att(a5,a14):-0.28.
att(a5,a17):-0.27.
att(a5,a18):-0.97.
att(a5,a35):-0.69.
att(a5,a38):-0.88.
att(a5,a40):-0.12.
att(a5,a41):-0.65.
att(a1,a14):-0.94.
att(a1,a39):-0.79.
att(a14,a17):-0.3.
att(a14,a24):-0.16.
att(a14,a26):-0.48.
att(a14,a33):-0.98.
att(a2,a30):-0.68.
att(a2,a32):-0.91.
att(a2,a42):-0.83.
att(a2,a47):-0.72.
att(a30,a34):-0.2.
att(a30,a43):-0.3.
att(a30,a47):-0.14.
att(a32,a34):-0.98.
att(a32,a39):-0.22.
att(a32,a49):-0.31.
att(a3,a11):-0.94.
att(a3,a12):-0.91.
att(a11,a29):-0.72.
att(a11,a46):-0.68.
att(a12,a13):-0.8.
att(a12,a19):-0.75.
att(a12,a22):-0.44.
att(a12,a24):-0.32.
att(a4,a6):-0.83.
att(a4,a16):-0.99.
att(a4,a27):-0.44.
att(a4,a45):-0.37.
att(a6,a7):-0.53.
att(a6,a13):-0.13.
att(a6,a14):-0.76.
att(a6,a26):-0.33.
att(a6,a41):-0.98.
att(a27,a35):-0.69.
att(a27,a36):-0.59.
att(a27,a45):-0.99.
att(a10,a13):-0.13.
att(a10,a30):-0.54.
att(a10,a31):-0.71.
att(a10,a33):-0.1.
att(a10,a40):-0.36.
att(a17,a36):-0.51.
att(a17,a37):-0.92.
att(a17,a48):-0.86.
att(a18,a22):-0.93.
att(a18,a25):-0.22.
att(a35,a36):-0.25.
att(a38,a40):-0.65.
att(a38,a46):-0.19.
att(a7,a13):-0.73.
att(a7,a24):-0.98.
att(a7,a27):-0.44.
att(a7,a33):-0.41.
att(a13,a14):-0.9.
att(a13,a21):-0.89.
att(a13,a31):-0.13.
att(a13,a36):-0.38.
att(a13,a40):-0.84.
att(a13,a49):-0.98.
att(a26,a33):-0.93.
att(a24,a30):-0.66.
att(a24,a36):-0.32.
att(a24,a37):-0.19.

# number of nodes = 49
# number of edges = 72
