arg(a0).
arg(a28).
arg(a1).
arg(a3).
arg(a12).
arg(a17).
arg(a19).
arg(a22).
arg(a38).
arg(a2).
arg(a8).
arg(a34).
arg(a37).
arg(a42).
arg(a4).
arg(a14).
arg(a16).
arg(a20).
arg(a26).
arg(a35).
arg(a46).
arg(a48).
arg(a15).
arg(a25).
arg(a33).
arg(a5).
arg(a29).
arg(a30).
arg(a36).
arg(a6).
arg(a7).
arg(a39).
arg(a10).
arg(a13).
arg(a9).
arg(a27).
arg(a44).
arg(a11).
arg(a41).
arg(a47).
arg(a18).
arg(a43).
arg(a23).
arg(a49).
arg(a45).
arg(a31).
arg(a40).
arg(a21).
arg(a24).
arg(a32).

att(a0,a28):-0.38.
att(a28,a32):-0.25.
att(a28,a40):-0.21.
att(a28,a43):-0.78.
att(a1,a3):-0.75.
att(a1,a12):-0.94.
att(a1,a17):-0.29.
att(a1,a19):-0.73.
att(a1,a22):-0.9.
att(a1,a38):-0.62.
att(a3,a4):-0.98.
att(a3,a14):-0.21.
att(a3,a16):-0.58.
att(a3,a20):-0.65.
att(a3,a26):-0.48.
att(a3,a35):-0.18.
att(a3,a46):-0.22.
att(a3,a48):-0.59.
att(a12,a20):-0.96.
att(a12,a36):-0.73.
att(a17,a23):-0.56.
att(a17,a28):-0.19.
att(a17,a35):-0.43.
att(a17,a47):-0.8.
att(a17,a48):-0.92.
att(a19,a31):-0.44.
att(a19,a42):-0.96.
att(a19,a44):-0.99.
att(a22,a26):-0.28.
att(a22,a30):-0.86.
att(a2,a8):-0.17.
att(a2,a34):-0.25.
att(a2,a37):-0.59.
att(a2,a42):-0.69.
att(a8,a10):-0.5.
att(a8,a13):-0.13.
att(a8,a30):-0.81.
att(a34,a45):-0.34.
att(a37,a46):-0.3.
att(a4,a15):-0.6.
att(a4,a16):-0.89.
att(a4,a25):-0.41.
att(a4,a28):-0.34.
att(a4,a33):-0.28.
att(a4,a35):-0.91.
att(a14,a18):-0.59.
att(a14,a27):-0.83.
att(a14,a43):-0.63.
att(a16,a17):-0.79.
att(a16,a19):-0.67.
att(a16,a37):-0.7.
att(a16,a43):-0.42.
att(a16,a46):-0.31.
att(a16,a49):-0.7.
att(a20,a23):-0.72.
att(a20,a31):-0.86.
att(a20,a40):-0.59.
att(a20,a41):-0.76.
att(a20,a42):-0.11.
att(a20,a48):-0.92.
att(a26,a33):-0.54.
att(a26,a44):-0.28.
att(a26,a45):-0.28.
att(a35,a40):-0.51.
att(a35,a48):-0.58.
att(a15,a23):-0.68.
att(a15,a25):-0.34.
att(a15,a37):-0.94.
att(a15,a42):-0.36.
att(a25,a30):-0.85.
att(a33,a44):-0.75.
att(a5,a29):-0.25.
att(a5,a30):-0.36.
att(a5,a36):-0.7.
att(a29,a39):-0.56.
att(a29,a40):-0.26.
att(a36,a41):-0.98.
att(a36,a48):-0.71.
att(a36,a49):-0.37.
att(a6,a30):-0.36.

# number of nodes = 50
# number of edges = 80
