arg(a0).
arg(a46).
arg(a1).
arg(a27).
arg(a39).
arg(a47).
arg(a2).
arg(a5).
arg(a13).
arg(a22).
arg(a29).
arg(a37).
arg(a42).
arg(a3).
arg(a18).
arg(a4).
arg(a7).
arg(a11).
arg(a20).
arg(a31).
arg(a34).
arg(a24).
arg(a6).
arg(a12).
arg(a17).
arg(a23).
arg(a41).
arg(a10).
arg(a40).
arg(a45).
arg(a8).
arg(a30).
arg(a43).
arg(a44).
arg(a48).
arg(a49).
arg(a9).
arg(a21).
arg(a25).
arg(a26).
arg(a32).
arg(a15).
arg(a28).
arg(a33).
arg(a35).
arg(a16).
arg(a38).
arg(a19).
arg(a36).

att(a0,a46):-0.23.
att(a1,a27):-0.2.
att(a1,a39):-0.8.
att(a1,a47):-0.57.
att(a27,a35):-0.4.
att(a27,a39):-0.69.
att(a27,a40):-0.2.
att(a27,a41):-0.61.
att(a27,a47):-0.51.
att(a27,a48):-0.5.
att(a2,a5):-0.79.
att(a2,a13):-0.57.
att(a2,a22):-0.34.
att(a2,a29):-0.94.
att(a2,a37):-0.67.
att(a2,a42):-0.34.
att(a5,a24):-0.34.
att(a13,a22):-0.15.
att(a13,a41):-0.38.
att(a29,a30):-0.73.
att(a29,a34):-0.95.
att(a29,a35):-0.41.
att(a29,a37):-0.26.
att(a29,a44):-0.49.
att(a29,a47):-0.44.
att(a37,a39):-0.64.
att(a37,a43):-0.96.
att(a37,a48):-0.8.
att(a37,a49):-0.86.
att(a3,a18):-0.6.
att(a18,a24):-0.74.
att(a18,a41):-0.39.
att(a18,a42):-0.66.
att(a4,a7):-0.8.
att(a4,a11):-0.85.
att(a4,a18):-0.69.
att(a4,a20):-0.42.
att(a4,a31):-0.48.
att(a4,a34):-0.22.
att(a7,a10):-0.49.
att(a7,a11):-0.88.
att(a7,a23):-0.45.
att(a7,a31):-0.24.
att(a7,a40):-0.15.
att(a7,a45):-0.99.
att(a7,a47):-0.57.
att(a11,a26):-0.59.
att(a11,a32):-0.57.
att(a11,a49):-0.69.
att(a20,a31):-0.59.
att(a31,a37):-0.89.
att(a34,a45):-0.67.
att(a24,a29):-0.15.
att(a24,a34):-0.45.
att(a24,a42):-0.53.
att(a24,a46):-0.48.
att(a6,a12):-0.23.
att(a6,a17):-0.94.
att(a6,a23):-0.78.
att(a6,a37):-0.49.
att(a6,a41):-0.18.
att(a12,a15):-0.8.
att(a12,a18):-0.19.
att(a12,a25):-0.88.
att(a12,a27):-0.55.
att(a12,a46):-0.49.
att(a17,a18):-0.45.
att(a17,a20):-0.23.
att(a17,a23):-0.89.
att(a17,a30):-0.12.
att(a17,a31):-0.85.
att(a17,a32):-0.18.
att(a17,a39):-0.25.
att(a17,a49):-0.15.

# number of nodes = 49
# number of edges = 74
