arg(a0).
arg(a19).
arg(a1).
arg(a31).
arg(a38).
arg(a42).
arg(a2).
arg(a7).
arg(a9).
arg(a29).
arg(a34).
arg(a40).
arg(a43).
arg(a44).
arg(a3).
arg(a8).
arg(a16).
arg(a22).
arg(a39).
arg(a4).
arg(a13).
arg(a23).
arg(a5).
arg(a14).
arg(a24).
arg(a27).
arg(a28).
arg(a32).
arg(a33).
arg(a46).
arg(a6).
arg(a10).
arg(a26).
arg(a41).
arg(a25).
arg(a20).
arg(a11).
arg(a21).
arg(a15).
arg(a12).
arg(a37).
arg(a49).
arg(a35).
arg(a17).
arg(a45).
arg(a18).
arg(a36).
arg(a48).
arg(a30).
arg(a47).

att(a0,a19):-0.12.
att(a19,a27):-0.71.
att(a1,a31):-0.55.
att(a1,a38):-0.71.
att(a1,a42):-0.97.
att(a31,a35):-0.97.
att(a42,a48):-0.17.
att(a2,a7):-0.78.
att(a2,a9):-0.18.
att(a2,a29):-0.16.
att(a2,a34):-0.98.
att(a2,a40):-0.23.
att(a2,a42):-0.9.
att(a2,a43):-0.87.
att(a2,a44):-0.32.
att(a7,a10):-0.91.
att(a7,a13):-0.58.
att(a7,a26):-0.97.
att(a7,a27):-0.37.
att(a7,a31):-0.75.
att(a7,a32):-0.14.
att(a7,a41):-0.69.
att(a7,a42):-0.87.
att(a7,a43):-0.83.
att(a7,a46):-0.28.
att(a9,a20):-0.12.
att(a9,a22):-0.16.
att(a9,a27):-0.23.
att(a9,a41):-0.93.
att(a34,a40):-0.16.
att(a40,a44):-0.95.
att(a40,a47):-0.96.
att(a3,a7):-0.13.
att(a3,a8):-0.17.
att(a3,a16):-0.43.
att(a3,a19):-0.3.
att(a3,a22):-0.36.
att(a3,a39):-0.74.
att(a3,a42):-0.35.
att(a8,a10):-0.1.
att(a8,a25):-0.3.
att(a8,a27):-0.29.
att(a8,a28):-0.65.
att(a8,a46):-0.34.
att(a16,a37):-0.89.
att(a16,a44):-0.6.
att(a39,a42):-0.95.
att(a4,a13):-0.77.
att(a4,a16):-0.93.
att(a4,a23):-0.77.
att(a13,a43):-0.37.
att(a23,a29):-0.85.
att(a23,a45):-0.74.
att(a5,a14):-0.91.
att(a5,a24):-0.61.
att(a5,a27):-0.38.
att(a5,a28):-0.6.
att(a5,a32):-0.49.
att(a5,a33):-0.63.
att(a5,a46):-0.25.
att(a14,a29):-0.12.
att(a14,a31):-0.23.
att(a14,a35):-0.78.
att(a14,a39):-0.9.
att(a14,a46):-0.66.
att(a24,a27):-0.46.
att(a24,a39):-0.26.
att(a24,a45):-0.78.
att(a27,a33):-0.65.
att(a27,a44):-0.37.
att(a28,a44):-0.29.
att(a32,a45):-0.71.
att(a33,a34):-0.81.
att(a33,a36):-0.19.

# number of nodes = 50
# number of edges = 74
