arg(a0).
arg(a28).
arg(a1).
arg(a15).
arg(a21).
arg(a29).
arg(a45).
arg(a2).
arg(a34).
arg(a3).
arg(a38).
arg(a48).
arg(a49).
arg(a4).
arg(a12).
arg(a17).
arg(a22).
arg(a43).
arg(a5).
arg(a18).
arg(a19).
arg(a37).
arg(a6).
arg(a9).
arg(a7).
arg(a36).
arg(a41).
arg(a8).
arg(a30).
arg(a42).
arg(a10).
arg(a27).
arg(a47).
arg(a11).
arg(a24).
arg(a13).
arg(a35).
arg(a23).
arg(a31).
arg(a40).
arg(a14).
arg(a20).
arg(a16).
arg(a32).
arg(a39).
arg(a26).
arg(a44).
arg(a33).
arg(a46).

att(a0,a28):-0.97.
att(a28,a48):-0.12.
att(a1,a15):-0.69.
att(a1,a21):-0.53.
att(a1,a28):-0.43.
att(a1,a29):-0.44.
att(a1,a45):-0.81.
att(a15,a18):-0.36.
att(a15,a28):-0.27.
att(a15,a30):-0.22.
att(a21,a23):-0.7.
att(a21,a26):-0.73.
att(a21,a27):-0.34.
att(a21,a48):-0.23.
att(a29,a39):-0.68.
att(a29,a44):-0.99.
att(a2,a34):-0.53.
att(a2,a45):-0.73.
att(a3,a38):-0.83.
att(a3,a48):-0.71.
att(a3,a49):-0.95.
att(a4,a12):-0.34.
att(a4,a17):-0.3.
att(a4,a22):-0.9.
att(a4,a38):-0.68.
att(a4,a43):-0.49.
att(a12,a13):-0.74.
att(a12,a30):-0.71.
att(a12,a34):-0.56.
att(a12,a35):-0.94.
att(a12,a48):-0.19.
att(a17,a22):-0.28.
att(a17,a43):-0.63.
att(a22,a27):-0.1.
att(a22,a38):-0.42.
att(a43,a46):-0.15.
att(a43,a49):-0.71.
att(a5,a17):-0.16.
att(a5,a18):-0.26.
att(a5,a19):-0.88.
att(a5,a37):-0.43.
att(a5,a49):-0.24.
att(a18,a21):-0.52.
att(a18,a41):-0.86.
att(a19,a39):-0.98.
att(a37,a40):-0.29.
att(a37,a44):-0.75.
att(a37,a47):-0.73.
att(a37,a48):-0.81.
att(a6,a9):-0.75.
att(a6,a15):-0.97.
att(a6,a19):-0.51.
att(a6,a34):-0.72.
att(a6,a48):-0.42.
att(a9,a12):-0.49.
att(a9,a38):-0.61.
att(a7,a17):-0.84.
att(a7,a34):-0.57.
att(a7,a36):-0.48.
att(a7,a41):-0.85.
att(a36,a45):-0.75.
att(a36,a48):-0.65.
att(a8,a30):-0.31.
att(a8,a37):-0.69.
att(a8,a42):-0.46.
att(a30,a34):-0.78.
att(a30,a48):-0.27.
att(a10,a15):-0.85.
att(a10,a17):-0.73.
att(a10,a18):-0.73.
att(a10,a21):-0.23.
att(a10,a27):-0.12.

# number of nodes = 49
# number of edges = 72
