arg(a0).
arg(a21).
arg(a1).
arg(a37).
arg(a42).
arg(a2).
arg(a4).
arg(a19).
arg(a28).
arg(a30).
arg(a41).
arg(a49).
arg(a3).
arg(a9).
arg(a13).
arg(a34).
arg(a7).
arg(a10).
arg(a11).
arg(a12).
arg(a20).
arg(a6).
arg(a44).
arg(a8).
arg(a22).
arg(a36).
arg(a27).
arg(a43).
arg(a48).
arg(a38).
arg(a24).
arg(a25).
arg(a40).
arg(a16).
arg(a45).
arg(a35).
arg(a14).
arg(a39).
arg(a15).
arg(a47).
arg(a17).
arg(a33).
arg(a18).
arg(a23).
arg(a46).
arg(a31).
arg(a26).
arg(a32).
arg(a29).

att(a0,a21):-0.1.
att(a21,a22):-0.91.
att(a21,a25):-0.94.
att(a21,a27):-0.81.
att(a21,a38):-0.15.
att(a21,a43):-0.82.
att(a21,a44):-0.46.
att(a1,a37):-0.34.
att(a1,a42):-0.87.
att(a42,a43):-0.93.
att(a42,a44):-0.19.
att(a42,a47):-0.91.
att(a42,a49):-0.64.
att(a2,a4):-0.84.
att(a2,a19):-0.47.
att(a2,a28):-0.1.
att(a2,a30):-0.12.
att(a2,a41):-0.91.
att(a2,a49):-0.72.
att(a4,a7):-0.26.
att(a4,a10):-0.92.
att(a4,a11):-0.39.
att(a4,a12):-0.46.
att(a4,a20):-0.67.
att(a4,a34):-0.84.
att(a4,a37):-0.13.
att(a19,a24):-0.89.
att(a30,a31):-0.94.
att(a30,a32):-0.62.
att(a30,a38):-0.45.
att(a3,a9):-0.92.
att(a3,a13):-0.25.
att(a3,a34):-0.17.
att(a9,a27):-0.22.
att(a9,a41):-0.29.
att(a9,a43):-0.12.
att(a9,a48):-0.65.
att(a13,a30):-0.68.
att(a13,a35):-0.95.
att(a13,a37):-0.96.
att(a13,a40):-0.99.
att(a13,a49):-0.83.
att(a34,a48):-0.3.
att(a10,a27):-0.32.
att(a10,a38):-0.84.
att(a11,a24):-0.21.
att(a11,a25):-0.85.
att(a11,a40):-0.99.
att(a12,a16):-0.53.
att(a12,a34):-0.58.
att(a12,a37):-0.31.
att(a12,a40):-0.27.
att(a12,a45):-0.59.
att(a12,a49):-0.76.
att(a20,a23):-0.6.
att(a6,a21):-0.46.
att(a6,a44):-0.51.
att(a8,a22):-0.43.
att(a8,a30):-0.26.
att(a8,a36):-0.16.
att(a22,a24):-0.37.
att(a22,a35):-0.61.
att(a22,a37):-0.88.
att(a22,a46):-0.75.
att(a36,a40):-0.53.
att(a36,a44):-0.24.
att(a36,a48):-0.49.
att(a27,a49):-0.5.
att(a43,a46):-0.52.
att(a43,a48):-0.89.
att(a24,a25):-0.12.
att(a24,a34):-0.97.

# number of nodes = 49
# number of edges = 72
