arg(a0).
arg(a31).
arg(a1).
arg(a26).
arg(a2).
arg(a12).
arg(a15).
arg(a23).
arg(a24).
arg(a34).
arg(a47).
arg(a3).
arg(a45).
arg(a4).
arg(a14).
arg(a16).
arg(a32).
arg(a5).
arg(a19).
arg(a27).
arg(a28).
arg(a35).
arg(a39).
arg(a6).
arg(a7).
arg(a22).
arg(a33).
arg(a40).
arg(a44).
arg(a48).
arg(a8).
arg(a21).
arg(a38).
arg(a9).
arg(a36).
arg(a10).
arg(a41).
arg(a11).
arg(a20).
arg(a37).
arg(a30).
arg(a49).
arg(a13).
arg(a17).
arg(a18).
arg(a46).
arg(a29).
arg(a43).
arg(a42).

att(a0,a31):-0.71.
att(a31,a33):-0.91.
att(a31,a39):-0.67.
att(a31,a46):-0.56.
att(a31,a48):-0.48.
att(a1,a26):-0.16.
att(a2,a12):-0.97.
att(a2,a15):-0.22.
att(a2,a23):-0.59.
att(a2,a24):-0.14.
att(a2,a34):-0.58.
att(a2,a47):-0.46.
att(a12,a30):-0.5.
att(a12,a49):-0.12.
att(a15,a21):-0.16.
att(a15,a40):-0.42.
att(a15,a44):-0.14.
att(a23,a33):-0.67.
att(a23,a45):-0.27.
att(a23,a46):-0.61.
att(a24,a26):-0.6.
att(a24,a44):-0.42.
att(a24,a47):-0.16.
att(a34,a38):-0.99.
att(a34,a42):-0.2.
att(a47,a49):-0.98.
att(a3,a45):-0.15.
att(a3,a47):-0.52.
att(a45,a48):-0.8.
att(a4,a14):-0.87.
att(a4,a16):-0.66.
att(a4,a31):-0.16.
att(a4,a32):-0.18.
att(a4,a34):-0.9.
att(a14,a16):-0.85.
att(a14,a19):-0.47.
att(a14,a32):-0.35.
att(a14,a38):-0.26.
att(a14,a39):-0.67.
att(a14,a48):-0.92.
att(a16,a17):-0.55.
att(a16,a30):-0.15.
att(a16,a37):-0.33.
att(a16,a44):-0.91.
att(a16,a49):-0.99.
att(a32,a41):-0.26.
att(a32,a43):-0.46.
att(a5,a19):-0.47.
att(a5,a24):-0.24.
att(a5,a27):-0.17.
att(a5,a28):-0.84.
att(a5,a35):-0.36.
att(a5,a39):-0.78.
att(a19,a26):-0.95.
att(a19,a37):-0.53.
att(a19,a40):-0.16.
att(a19,a46):-0.56.
att(a27,a31):-0.96.
att(a27,a33):-0.55.
att(a27,a38):-0.24.
att(a27,a40):-0.64.
att(a28,a47):-0.46.
att(a28,a49):-0.8.
att(a35,a36):-0.92.
att(a35,a48):-0.29.
att(a39,a42):-1.0.
att(a39,a48):-0.46.
att(a6,a26):-0.46.
att(a7,a14):-0.8.
att(a7,a22):-0.46.
att(a7,a33):-0.74.
att(a7,a34):-0.17.

# number of nodes = 49
# number of edges = 72
