arg(a0).
arg(a41).
arg(a1).
arg(a2).
arg(a39).
arg(a4).
arg(a10).
arg(a31).
arg(a37).
arg(a38).
arg(a42).
arg(a43).
arg(a3).
arg(a30).
arg(a33).
arg(a45).
arg(a49).
arg(a6).
arg(a9).
arg(a24).
arg(a5).
arg(a16).
arg(a26).
arg(a27).
arg(a46).
arg(a19).
arg(a20).
arg(a23).
arg(a29).
arg(a7).
arg(a15).
arg(a21).
arg(a35).
arg(a8).
arg(a13).
arg(a32).
arg(a40).
arg(a17).
arg(a11).
arg(a14).
arg(a34).
arg(a12).
arg(a22).
arg(a44).
arg(a36).
arg(a25).
arg(a18).
arg(a47).
arg(a28).
arg(a48).

att(a0,a41):-0.95.
att(a1,a2):-0.98.
att(a1,a39):-0.88.
att(a2,a4):-0.96.
att(a2,a10):-0.42.
att(a2,a31):-0.47.
att(a2,a37):-0.12.
att(a2,a38):-0.42.
att(a2,a42):-0.84.
att(a2,a43):-0.81.
att(a39,a48):-0.17.
att(a4,a6):-0.26.
att(a4,a9):-0.52.
att(a4,a24):-0.94.
att(a4,a45):-0.27.
att(a10,a17):-0.76.
att(a10,a32):-0.99.
att(a10,a42):-0.98.
att(a31,a40):-0.39.
att(a31,a43):-0.49.
att(a37,a38):-0.76.
att(a37,a43):-0.4.
att(a3,a30):-0.22.
att(a3,a33):-0.57.
att(a3,a45):-0.57.
att(a3,a49):-0.56.
att(a30,a38):-0.45.
att(a45,a46):-0.62.
att(a6,a10):-0.35.
att(a6,a19):-0.33.
att(a6,a20):-0.68.
att(a6,a23):-0.95.
att(a6,a26):-0.64.
att(a6,a29):-0.91.
att(a9,a13):-0.48.
att(a9,a27):-0.34.
att(a9,a29):-0.22.
att(a9,a32):-0.28.
att(a9,a40):-0.36.
att(a9,a42):-0.61.
att(a24,a26):-0.9.
att(a24,a27):-0.38.
att(a24,a28):-0.94.
att(a24,a34):-0.97.
att(a24,a40):-0.97.
att(a5,a16):-0.18.
att(a5,a26):-0.37.
att(a5,a27):-0.15.
att(a5,a42):-1.0.
att(a5,a46):-0.84.
att(a16,a24):-0.94.
att(a16,a26):-0.31.
att(a26,a34):-0.77.
att(a26,a39):-0.58.
att(a26,a48):-0.6.
att(a27,a28):-0.71.
att(a27,a33):-0.99.
att(a27,a40):-0.72.
att(a19,a27):-0.54.
att(a19,a38):-0.71.
att(a19,a42):-0.17.
att(a20,a26):-0.41.
att(a20,a37):-0.68.
att(a20,a39):-0.55.
att(a23,a46):-0.82.
att(a29,a35):-0.78.
att(a7,a15):-0.23.
att(a7,a21):-0.6.
att(a7,a29):-0.46.
att(a7,a35):-0.22.
att(a7,a37):-0.8.
att(a15,a23):-0.99.
att(a15,a26):-0.76.
att(a15,a31):-0.39.

# number of nodes = 50
# number of edges = 74
