arg(a0).
arg(a34).
arg(a1).
arg(a6).
arg(a21).
arg(a26).
arg(a27).
arg(a43).
arg(a2).
arg(a19).
arg(a3).
arg(a13).
arg(a23).
arg(a33).
arg(a36).
arg(a39).
arg(a41).
arg(a4).
arg(a7).
arg(a12).
arg(a17).
arg(a18).
arg(a20).
arg(a32).
arg(a5).
arg(a14).
arg(a31).
arg(a24).
arg(a16).
arg(a8).
arg(a11).
arg(a37).
arg(a46).
arg(a49).
arg(a9).
arg(a35).
arg(a38).
arg(a48).
arg(a10).
arg(a40).
arg(a47).
arg(a15).
arg(a29).
arg(a22).
arg(a28).
arg(a42).
arg(a45).
arg(a25).
arg(a44).
arg(a30).

att(a0,a34):-0.98.
att(a34,a43):-0.75.
att(a1,a6):-0.2.
att(a1,a21):-0.34.
att(a1,a26):-0.4.
att(a1,a27):-0.54.
att(a1,a43):-0.27.
att(a6,a24):-0.48.
att(a21,a32):-0.46.
att(a26,a31):-0.42.
att(a27,a29):-0.74.
att(a27,a46):-0.51.
att(a2,a19):-0.28.
att(a19,a29):-0.94.
att(a19,a31):-0.25.
att(a19,a41):-0.58.
att(a19,a43):-0.94.
att(a19,a45):-0.58.
att(a3,a6):-0.13.
att(a3,a13):-0.18.
att(a3,a23):-0.22.
att(a3,a33):-0.23.
att(a3,a36):-0.12.
att(a3,a39):-0.59.
att(a3,a41):-0.2.
att(a13,a20):-0.29.
att(a13,a48):-0.16.
att(a23,a27):-0.52.
att(a23,a44):-0.5.
att(a23,a45):-0.32.
att(a33,a37):-0.21.
att(a36,a41):-0.38.
att(a36,a47):-0.78.
att(a4,a7):-0.51.
att(a4,a12):-0.96.
att(a4,a17):-0.74.
att(a4,a18):-0.43.
att(a4,a19):-0.74.
att(a4,a20):-0.45.
att(a4,a23):-0.82.
att(a4,a32):-0.27.
att(a4,a36):-0.89.
att(a7,a16):-0.96.
att(a7,a19):-0.76.
att(a7,a24):-0.88.
att(a7,a26):-0.79.
att(a12,a14):-0.99.
att(a12,a20):-0.72.
att(a12,a27):-0.84.
att(a12,a32):-0.67.
att(a17,a25):-0.94.
att(a17,a35):-0.74.
att(a18,a26):-0.15.
att(a18,a27):-0.19.
att(a18,a31):-0.4.
att(a18,a45):-0.23.
att(a18,a47):-0.77.
att(a20,a25):-0.37.
att(a32,a34):-0.29.
att(a32,a45):-0.63.
att(a5,a14):-0.82.
att(a5,a31):-0.19.
att(a14,a21):-0.8.
att(a31,a42):-0.53.
att(a31,a46):-0.66.
att(a24,a26):-0.84.
att(a24,a30):-0.85.
att(a24,a37):-0.36.
att(a16,a37):-0.86.
att(a16,a45):-0.68.
att(a8,a11):-0.12.
att(a8,a37):-0.9.
att(a8,a46):-0.41.
att(a8,a49):-0.41.

# number of nodes = 50
# number of edges = 74
