arg(a0).
arg(a1).
arg(a2).
arg(a9).
arg(a20).
arg(a22).
arg(a34).
arg(a32).
arg(a42).
arg(a44).
arg(a47).
arg(a49).
arg(a3).
arg(a15).
arg(a25).
arg(a28).
arg(a4).
arg(a16).
arg(a31).
arg(a40).
arg(a5).
arg(a11).
arg(a12).
arg(a35).
arg(a46).
arg(a6).
arg(a24).
arg(a27).
arg(a36).
arg(a41).
arg(a7).
arg(a14).
arg(a17).
arg(a30).
arg(a48).
arg(a8).
arg(a38).
arg(a10).
arg(a21).
arg(a45).
arg(a13).
arg(a19).
arg(a37).
arg(a18).
arg(a23).
arg(a39).
arg(a26).
arg(a33).
arg(a29).
arg(a43).

att(a0,a1):-0.39.
att(a1,a2):-0.93.
att(a1,a9):-0.34.
att(a1,a20):-0.6.
att(a1,a22):-0.67.
att(a1,a34):-0.11.
att(a2,a32):-0.17.
att(a2,a34):-0.11.
att(a2,a42):-0.44.
att(a2,a44):-0.96.
att(a2,a47):-0.49.
att(a2,a49):-0.19.
att(a9,a27):-0.19.
att(a9,a42):-0.41.
att(a20,a35):-0.89.
att(a20,a40):-0.91.
att(a20,a44):-0.66.
att(a22,a38):-0.43.
att(a22,a40):-0.73.
att(a34,a45):-0.89.
att(a3,a15):-0.68.
att(a3,a20):-0.34.
att(a3,a25):-0.7.
att(a3,a28):-0.7.
att(a3,a49):-0.23.
att(a15,a16):-0.33.
att(a15,a23):-0.6.
att(a25,a31):-0.66.
att(a25,a35):-0.25.
att(a25,a39):-0.89.
att(a25,a40):-0.91.
att(a25,a49):-0.99.
att(a4,a16):-0.67.
att(a4,a31):-0.85.
att(a4,a40):-0.37.
att(a4,a44):-0.99.
att(a16,a47):-0.34.
att(a16,a48):-0.22.
att(a31,a33):-0.2.
att(a31,a43):-0.22.
att(a40,a47):-0.18.
att(a40,a48):-0.6.
att(a40,a49):-0.6.
att(a5,a9):-0.71.
att(a5,a11):-0.87.
att(a5,a12):-0.95.
att(a5,a22):-0.34.
att(a5,a35):-0.36.
att(a5,a46):-0.36.
att(a11,a12):-0.26.
att(a11,a13):-0.58.
att(a11,a19):-0.67.
att(a11,a20):-0.74.
att(a11,a31):-0.74.
att(a11,a34):-0.2.
att(a11,a37):-0.33.
att(a11,a42):-0.42.
att(a12,a17):-0.85.
att(a12,a24):-0.18.
att(a12,a49):-0.9.
att(a35,a42):-0.98.
att(a35,a43):-0.39.
att(a35,a48):-0.26.
att(a6,a24):-0.46.
att(a6,a27):-0.5.
att(a6,a32):-0.25.
att(a6,a36):-0.99.
att(a6,a41):-0.44.
att(a24,a32):-0.47.
att(a24,a36):-0.3.
att(a24,a39):-0.16.
att(a24,a46):-0.57.
att(a27,a48):-0.9.
att(a27,a49):-0.13.

# number of nodes = 50
# number of edges = 74
