arg(a0).
arg(a30).
arg(a1).
arg(a7).
arg(a9).
arg(a10).
arg(a19).
arg(a21).
arg(a24).
arg(a25).
arg(a27).
arg(a39).
arg(a2).
arg(a22).
arg(a26).
arg(a43).
arg(a3).
arg(a49).
arg(a4).
arg(a5).
arg(a42).
arg(a47).
arg(a11).
arg(a41).
arg(a6).
arg(a12).
arg(a33).
arg(a38).
arg(a40).
arg(a13).
arg(a23).
arg(a28).
arg(a29).
arg(a8).
arg(a15).
arg(a16).
arg(a44).
arg(a31).
arg(a32).
arg(a35).
arg(a14).
arg(a17).
arg(a37).
arg(a20).
arg(a48).
arg(a36).
arg(a18).
arg(a34).
arg(a45).
arg(a46).

att(a0,a30):-0.14.
att(a30,a42):-0.46.
att(a30,a47):-0.71.
att(a30,a48):-0.16.
att(a1,a7):-0.22.
att(a1,a9):-0.94.
att(a1,a10):-0.96.
att(a1,a19):-0.2.
att(a1,a21):-0.6.
att(a1,a24):-0.38.
att(a1,a25):-0.59.
att(a1,a27):-0.77.
att(a1,a39):-0.83.
att(a7,a13):-0.15.
att(a7,a23):-0.69.
att(a7,a28):-0.85.
att(a7,a29):-0.11.
att(a7,a40):-0.56.
att(a9,a12):-0.29.
att(a9,a15):-0.18.
att(a9,a31):-0.78.
att(a9,a49):-0.87.
att(a10,a19):-0.18.
att(a10,a24):-0.6.
att(a10,a32):-0.24.
att(a19,a23):-0.11.
att(a19,a34):-0.21.
att(a19,a45):-0.63.
att(a21,a40):-0.6.
att(a21,a44):-0.56.
att(a24,a39):-0.66.
att(a25,a26):-0.52.
att(a25,a28):-0.15.
att(a25,a36):-0.55.
att(a25,a44):-0.5.
att(a25,a49):-0.9.
att(a27,a33):-0.81.
att(a27,a45):-0.96.
att(a39,a41):-0.84.
att(a2,a22):-0.52.
att(a2,a26):-0.66.
att(a2,a30):-0.8.
att(a2,a43):-0.12.
att(a22,a31):-0.12.
att(a22,a39):-0.72.
att(a26,a33):-0.17.
att(a26,a43):-0.65.
att(a3,a49):-0.37.
att(a4,a5):-0.8.
att(a4,a22):-0.83.
att(a4,a42):-0.55.
att(a4,a47):-0.39.
att(a5,a11):-0.76.
att(a5,a41):-0.96.
att(a11,a27):-0.36.
att(a11,a35):-0.26.
att(a11,a42):-0.45.
att(a6,a12):-0.7.
att(a6,a33):-0.91.
att(a6,a38):-0.96.
att(a6,a40):-0.66.
att(a12,a14):-0.58.
att(a12,a17):-0.35.
att(a12,a28):-0.46.
att(a12,a37):-0.83.
att(a33,a40):-0.45.
att(a33,a47):-0.66.
att(a13,a16):-0.12.
att(a13,a20):-0.68.
att(a13,a31):-0.65.
att(a13,a35):-0.42.
att(a28,a31):-0.51.
att(a28,a37):-0.42.
att(a28,a45):-0.53.

# number of nodes = 50
# number of edges = 74
