arg(a0).
arg(a47).
arg(a1).
arg(a11).
arg(a28).
arg(a45).
arg(a2).
arg(a17).
arg(a25).
arg(a3).
arg(a8).
arg(a19).
arg(a33).
arg(a35).
arg(a40).
arg(a4).
arg(a5).
arg(a6).
arg(a12).
arg(a18).
arg(a36).
arg(a48).
arg(a22).
arg(a26).
arg(a29).
arg(a39).
arg(a32).
arg(a7).
arg(a15).
arg(a20).
arg(a38).
arg(a9).
arg(a31).
arg(a43).
arg(a10).
arg(a24).
arg(a41).
arg(a46).
arg(a34).
arg(a44).
arg(a13).
arg(a14).
arg(a21).
arg(a30).
arg(a23).
arg(a42).
arg(a37).
arg(a27).
arg(a49).

att(a0,a47):-0.77.
att(a1,a11):-0.85.
att(a1,a28):-0.88.
att(a1,a45):-0.24.
att(a11,a18):-0.66.
att(a11,a34):-0.48.
att(a11,a38):-0.91.
att(a11,a44):-0.61.
att(a11,a47):-0.8.
att(a28,a41):-0.43.
att(a45,a46):-0.31.
att(a2,a17):-0.53.
att(a2,a25):-0.15.
att(a17,a23):-0.91.
att(a17,a28):-0.13.
att(a17,a31):-0.14.
att(a17,a39):-0.79.
att(a17,a41):-0.79.
att(a17,a46):-0.71.
att(a17,a48):-0.32.
att(a25,a36):-0.55.
att(a25,a42):-0.22.
att(a25,a49):-0.12.
att(a3,a8):-0.94.
att(a3,a19):-0.95.
att(a3,a33):-0.54.
att(a3,a35):-0.48.
att(a3,a40):-0.84.
att(a8,a15):-0.5.
att(a8,a38):-0.2.
att(a8,a47):-0.39.
att(a19,a23):-0.56.
att(a19,a42):-0.99.
att(a33,a34):-0.15.
att(a33,a39):-0.55.
att(a33,a44):-0.9.
att(a33,a45):-0.79.
att(a35,a39):-0.6.
att(a35,a40):-0.2.
att(a35,a47):-0.55.
att(a4,a5):-0.92.
att(a4,a6):-0.53.
att(a4,a12):-0.56.
att(a4,a17):-0.21.
att(a4,a18):-0.83.
att(a4,a28):-0.18.
att(a4,a36):-0.47.
att(a4,a45):-0.53.
att(a4,a48):-0.32.
att(a5,a11):-0.74.
att(a5,a22):-0.29.
att(a5,a26):-0.25.
att(a5,a29):-0.9.
att(a5,a39):-0.46.
att(a5,a45):-0.35.
att(a6,a18):-0.67.
att(a6,a29):-0.24.
att(a6,a32):-0.98.
att(a12,a15):-0.43.
att(a18,a38):-0.88.
att(a18,a43):-0.24.
att(a18,a44):-0.93.
att(a22,a26):-0.84.
att(a22,a39):-0.67.
att(a26,a46):-0.46.
att(a26,a49):-0.32.
att(a39,a48):-0.25.
att(a7,a11):-0.85.
att(a7,a12):-0.34.
att(a7,a15):-0.89.
att(a7,a20):-0.67.
att(a7,a26):-0.11.
att(a7,a28):-0.4.
att(a7,a39):-0.32.

# number of nodes = 49
# number of edges = 74
