arg(a0).
arg(a1).
arg(a11).
arg(a19).
arg(a34).
arg(a35).
arg(a40).
arg(a2).
arg(a3).
arg(a14).
arg(a18).
arg(a23).
arg(a24).
arg(a31).
arg(a42).
arg(a5).
arg(a7).
arg(a9).
arg(a17).
arg(a29).
arg(a32).
arg(a4).
arg(a16).
arg(a36).
arg(a6).
arg(a30).
arg(a37).
arg(a8).
arg(a47).
arg(a48).
arg(a10).
arg(a12).
arg(a13).
arg(a44).
arg(a20).
arg(a21).
arg(a15).
arg(a25).
arg(a28).
arg(a41).
arg(a43).
arg(a46).
arg(a22).
arg(a27).
arg(a38).
arg(a26).
arg(a39).
arg(a49).
arg(a33).
arg(a45).

att(a0,a1):-0.18.
att(a1,a11):-0.51.
att(a1,a19):-0.79.
att(a1,a34):-0.94.
att(a1,a35):-0.91.
att(a1,a40):-0.53.
att(a11,a18):-0.86.
att(a11,a23):-0.72.
att(a11,a42):-0.63.
att(a19,a29):-0.59.
att(a19,a34):-0.17.
att(a19,a46):-0.38.
att(a34,a47):-0.16.
att(a35,a41):-0.11.
att(a35,a45):-0.65.
att(a35,a47):-0.33.
att(a40,a47):-0.16.
att(a2,a3):-0.86.
att(a2,a14):-0.9.
att(a2,a18):-0.86.
att(a2,a23):-0.66.
att(a2,a24):-0.44.
att(a2,a31):-0.24.
att(a2,a34):-0.19.
att(a2,a35):-0.58.
att(a2,a42):-0.19.
att(a3,a5):-0.61.
att(a3,a7):-0.88.
att(a3,a9):-0.13.
att(a3,a17):-0.85.
att(a3,a29):-0.82.
att(a3,a32):-0.64.
att(a3,a42):-0.57.
att(a14,a20):-0.21.
att(a14,a21):-0.6.
att(a14,a31):-0.47.
att(a14,a36):-0.75.
att(a18,a34):-0.32.
att(a18,a41):-0.43.
att(a18,a43):-0.16.
att(a23,a27):-0.55.
att(a23,a32):-0.67.
att(a23,a35):-0.52.
att(a23,a38):-0.12.
att(a24,a40):-0.92.
att(a31,a37):-0.99.
att(a5,a9):-1.0.
att(a5,a34):-0.48.
att(a5,a36):-0.18.
att(a7,a9):-0.41.
att(a7,a18):-0.38.
att(a7,a19):-0.57.
att(a7,a30):-0.96.
att(a7,a31):-0.27.
att(a7,a35):-0.96.
att(a7,a37):-0.55.
att(a9,a16):-0.88.
att(a9,a19):-0.61.
att(a9,a48):-0.12.
att(a29,a35):-0.65.
att(a32,a38):-0.26.
att(a32,a44):-0.5.
att(a32,a47):-0.91.
att(a32,a49):-0.51.
att(a4,a16):-0.38.
att(a16,a25):-0.23.
att(a36,a37):-0.21.
att(a6,a31):-0.87.
att(a30,a31):-0.61.
att(a30,a47):-0.96.

# number of nodes = 50
# number of edges = 70
