arg(a0).
arg(a4).
arg(a1).
arg(a13).
arg(a19).
arg(a26).
arg(a39).
arg(a2).
arg(a3).
arg(a12).
arg(a22).
arg(a34).
arg(a35).
arg(a7).
arg(a10).
arg(a25).
arg(a41).
arg(a8).
arg(a42).
arg(a5).
arg(a28).
arg(a40).
arg(a46).
arg(a48).
arg(a6).
arg(a27).
arg(a23).
arg(a44).
arg(a9).
arg(a20).
arg(a43).
arg(a15).
arg(a45).
arg(a49).
arg(a11).
arg(a14).
arg(a16).
arg(a17).
arg(a31).
arg(a47).
arg(a29).
arg(a36).
arg(a38).
arg(a24).
arg(a18).
arg(a33).
arg(a21).
arg(a30).
arg(a32).
arg(a37).

att(a0,a4):-0.48.
att(a4,a8):-0.75.
att(a4,a39):-0.65.
att(a4,a42):-0.86.
att(a1,a13):-0.49.
att(a1,a19):-0.88.
att(a1,a26):-0.74.
att(a1,a39):-0.27.
att(a13,a26):-0.62.
att(a13,a29):-1.0.
att(a13,a36):-0.55.
att(a13,a43):-0.24.
att(a13,a44):-0.21.
att(a19,a33):-0.35.
att(a19,a40):-0.37.
att(a26,a33):-0.24.
att(a26,a39):-0.55.
att(a39,a42):-0.49.
att(a2,a3):-0.24.
att(a2,a12):-0.55.
att(a2,a22):-0.26.
att(a2,a34):-0.68.
att(a2,a35):-0.8.
att(a3,a7):-0.81.
att(a3,a10):-0.77.
att(a3,a25):-0.67.
att(a3,a41):-0.69.
att(a12,a19):-0.51.
att(a12,a22):-0.1.
att(a12,a25):-0.94.
att(a12,a34):-0.96.
att(a12,a39):-0.47.
att(a12,a45):-0.54.
att(a12,a47):-0.59.
att(a22,a41):-0.53.
att(a34,a35):-0.26.
att(a34,a36):-0.16.
att(a35,a48):-0.34.
att(a7,a23):-0.71.
att(a7,a27):-1.0.
att(a7,a44):-0.5.
att(a10,a15):-0.69.
att(a10,a25):-0.95.
att(a10,a45):-0.22.
att(a10,a49):-0.46.
att(a25,a27):-0.49.
att(a41,a48):-0.37.
att(a8,a9):-0.5.
att(a8,a20):-0.5.
att(a8,a43):-0.86.
att(a42,a48):-0.95.
att(a5,a22):-0.12.
att(a5,a28):-0.31.
att(a5,a39):-0.51.
att(a5,a40):-0.79.
att(a5,a46):-0.25.
att(a5,a48):-0.86.
att(a28,a33):-0.42.
att(a28,a43):-0.95.
att(a28,a45):-0.52.
att(a28,a48):-0.53.
att(a6,a8):-0.34.
att(a6,a10):-0.87.
att(a6,a27):-0.46.
att(a6,a35):-0.43.
att(a6,a39):-0.95.
att(a6,a40):-0.37.
att(a27,a40):-0.41.
att(a23,a25):-0.39.
att(a23,a45):-0.83.

# number of nodes = 50
# number of edges = 70
