arg(a0).
arg(a4).
arg(a1).
arg(a10).
arg(a17).
arg(a21).
arg(a29).
arg(a39).
arg(a2).
arg(a3).
arg(a11).
arg(a14).
arg(a24).
arg(a33).
arg(a6).
arg(a13).
arg(a16).
arg(a18).
arg(a27).
arg(a31).
arg(a34).
arg(a43).
arg(a5).
arg(a9).
arg(a35).
arg(a45).
arg(a49).
arg(a12).
arg(a47).
arg(a7).
arg(a32).
arg(a8).
arg(a48).
arg(a22).
arg(a28).
arg(a41).
arg(a42).
arg(a20).
arg(a25).
arg(a36).
arg(a37).
arg(a19).
arg(a26).
arg(a30).
arg(a15).
arg(a44).
arg(a40).
arg(a23).
arg(a46).
arg(a38).

att(a0,a4):-0.77.
att(a4,a14):-0.7.
att(a4,a31):-0.31.
att(a4,a39):-0.34.
att(a4,a43):-0.25.
att(a1,a4):-0.18.
att(a1,a10):-0.99.
att(a1,a17):-0.71.
att(a1,a21):-0.66.
att(a1,a29):-0.37.
att(a1,a39):-0.15.
att(a17,a31):-0.98.
att(a17,a42):-0.3.
att(a21,a27):-0.65.
att(a21,a34):-0.7.
att(a21,a40):-0.42.
att(a21,a43):-0.95.
att(a29,a43):-0.83.
att(a39,a45):-0.26.
att(a39,a47):-0.77.
att(a2,a3):-0.88.
att(a2,a11):-0.36.
att(a2,a14):-0.65.
att(a2,a24):-0.11.
att(a2,a33):-0.53.
att(a3,a4):-0.35.
att(a3,a6):-0.87.
att(a3,a13):-0.8.
att(a3,a16):-0.79.
att(a3,a18):-0.22.
att(a3,a21):-0.14.
att(a3,a27):-0.65.
att(a3,a31):-0.35.
att(a3,a34):-0.76.
att(a11,a12):-0.57.
att(a11,a20):-0.15.
att(a11,a25):-0.51.
att(a11,a29):-0.14.
att(a11,a31):-0.99.
att(a11,a36):-0.28.
att(a11,a37):-0.86.
att(a11,a47):-0.22.
att(a14,a19):-0.7.
att(a14,a27):-0.27.
att(a14,a30):-0.44.
att(a14,a45):-0.74.
att(a14,a47):-0.71.
att(a14,a49):-0.17.
att(a24,a40):-0.32.
att(a24,a42):-0.81.
att(a33,a37):-0.72.
att(a33,a40):-0.47.
att(a33,a48):-0.29.
att(a6,a12):-0.86.
att(a6,a47):-0.68.
att(a13,a18):-0.91.
att(a13,a19):-0.35.
att(a13,a26):-0.33.
att(a13,a29):-0.68.
att(a13,a42):-0.82.

# number of nodes = 50
# number of edges = 60
