arg(a0).
arg(a43).
arg(a1).
arg(a15).
arg(a22).
arg(a37).
arg(a42).
arg(a49).
arg(a2).
arg(a7).
arg(a17).
arg(a21).
arg(a3).
arg(a9).
arg(a18).
arg(a25).
arg(a33).
arg(a4).
arg(a8).
arg(a10).
arg(a19).
arg(a27).
arg(a34).
arg(a38).
arg(a5).
arg(a12).
arg(a31).
arg(a45).
arg(a6).
arg(a20).
arg(a30).
arg(a40).
arg(a16).
arg(a41).
arg(a47).
arg(a26).
arg(a28).
arg(a32).
arg(a48).
arg(a11).
arg(a44).
arg(a13).
arg(a24).
arg(a14).
arg(a23).
arg(a29).
arg(a35).
arg(a36).
arg(a39).
arg(a46).

att(a0,a43):-0.53.
att(a43,a48):-0.34.
att(a1,a15):-0.68.
att(a1,a22):-0.39.
att(a1,a37):-0.5.
att(a1,a42):-0.53.
att(a1,a49):-0.77.
att(a15,a34):-0.43.
att(a22,a34):-0.27.
att(a22,a39):-0.84.
att(a22,a40):-0.96.
att(a22,a49):-0.23.
att(a37,a38):-0.2.
att(a37,a39):-0.16.
att(a37,a40):-0.18.
att(a37,a43):-0.61.
att(a2,a7):-0.95.
att(a2,a17):-0.66.
att(a2,a21):-0.52.
att(a7,a16):-0.58.
att(a7,a19):-0.78.
att(a7,a27):-0.96.
att(a7,a30):-0.78.
att(a7,a31):-0.38.
att(a7,a41):-0.78.
att(a17,a38):-0.31.
att(a17,a41):-0.54.
att(a21,a27):-0.82.
att(a21,a45):-0.41.
att(a3,a9):-0.73.
att(a3,a18):-0.24.
att(a3,a25):-0.29.
att(a3,a33):-0.64.
att(a3,a42):-0.8.
att(a9,a22):-0.14.
att(a9,a26):-0.59.
att(a9,a28):-0.1.
att(a9,a32):-0.3.
att(a9,a43):-0.44.
att(a9,a48):-0.91.
att(a18,a29):-0.71.
att(a18,a31):-0.26.
att(a18,a38):-0.81.
att(a25,a31):-0.9.
att(a25,a43):-0.89.
att(a25,a44):-0.92.
att(a25,a45):-0.26.
att(a33,a35):-0.12.
att(a4,a8):-0.25.
att(a4,a10):-0.42.
att(a4,a19):-0.23.
att(a4,a27):-0.15.
att(a4,a34):-0.74.
att(a4,a38):-0.61.
att(a8,a17):-0.33.
att(a8,a34):-0.77.
att(a8,a45):-0.63.
att(a8,a47):-0.94.
att(a10,a27):-0.77.
att(a10,a43):-0.94.
att(a19,a24):-0.88.
att(a19,a29):-0.28.
att(a27,a30):-0.13.
att(a27,a35):-0.46.
att(a27,a43):-0.92.
att(a34,a37):-0.17.
att(a34,a42):-0.95.
att(a34,a43):-0.21.
att(a38,a39):-0.51.
att(a38,a48):-0.54.

# number of nodes = 50
# number of edges = 70
