arg(a0).
arg(a36).
arg(a1).
arg(a6).
arg(a10).
arg(a17).
arg(a23).
arg(a34).
arg(a2).
arg(a24).
arg(a26).
arg(a32).
arg(a41).
arg(a45).
arg(a48).
arg(a3).
arg(a13).
arg(a19).
arg(a30).
arg(a33).
arg(a39).
arg(a4).
arg(a15).
arg(a22).
arg(a25).
arg(a5).
arg(a12).
arg(a20).
arg(a7).
arg(a42).
arg(a49).
arg(a8).
arg(a29).
arg(a35).
arg(a11).
arg(a16).
arg(a18).
arg(a21).
arg(a14).
arg(a44).
arg(a27).
arg(a38).
arg(a43).
arg(a47).
arg(a31).
arg(a40).
arg(a28).
arg(a46).
arg(a37).

att(a0,a36):-0.37.
att(a36,a37):-0.2.
att(a36,a41):-0.4.
att(a36,a43):-0.95.
att(a36,a46):-0.57.
att(a36,a49):-0.21.
att(a1,a6):-0.9.
att(a1,a10):-0.81.
att(a1,a17):-0.76.
att(a1,a23):-0.23.
att(a1,a34):-0.62.
att(a6,a22):-0.97.
att(a6,a41):-0.3.
att(a6,a45):-0.42.
att(a10,a13):-0.8.
att(a10,a29):-0.61.
att(a10,a36):-0.95.
att(a17,a22):-0.23.
att(a17,a33):-0.14.
att(a17,a48):-0.35.
att(a23,a31):-0.92.
att(a23,a36):-0.21.
att(a34,a38):-0.52.
att(a2,a23):-0.78.
att(a2,a24):-0.55.
att(a2,a26):-0.5.
att(a2,a32):-0.65.
att(a2,a41):-0.89.
att(a2,a45):-0.67.
att(a2,a48):-0.41.
att(a24,a26):-0.12.
att(a24,a34):-0.37.
att(a24,a36):-0.28.
att(a26,a32):-0.52.
att(a26,a40):-0.16.
att(a32,a34):-0.28.
att(a32,a37):-0.55.
att(a32,a41):-0.98.
att(a32,a47):-0.73.
att(a45,a48):-0.96.
att(a3,a6):-0.13.
att(a3,a10):-0.96.
att(a3,a13):-0.65.
att(a3,a19):-0.96.
att(a3,a30):-0.54.
att(a3,a33):-0.34.
att(a3,a39):-0.47.
att(a13,a27):-0.91.
att(a13,a32):-0.33.
att(a13,a48):-0.55.
att(a19,a22):-0.68.
att(a19,a25):-0.64.
att(a19,a29):-0.63.
att(a19,a49):-0.48.
att(a30,a35):-0.16.
att(a30,a46):-0.79.
att(a30,a47):-0.5.
att(a33,a43):-0.95.
att(a4,a15):-0.82.
att(a4,a22):-0.72.
att(a4,a23):-0.43.
att(a4,a25):-0.58.
att(a4,a34):-0.14.
att(a15,a23):-0.68.
att(a15,a25):-0.63.
att(a15,a39):-0.97.
att(a15,a42):-0.45.
att(a15,a43):-0.92.
att(a15,a49):-0.46.
att(a22,a31):-0.35.

# number of nodes = 49
# number of edges = 70
