arg(a1).
arg(a5).
arg(a2).
arg(a3).
arg(a16).
arg(a29).
arg(a30).
arg(a6).
arg(a22).
arg(a23).
arg(a7).
arg(a9).
arg(a18).
arg(a8).
arg(a21).
arg(a31).
arg(a11).
arg(a12).
arg(a33).
arg(a34).
arg(a13).
arg(a14).
arg(a27).
arg(a15).
arg(a17).
arg(a25).
arg(a28).
arg(a19).
arg(a24).
arg(a26).
arg(a32).

att(a1,a5):-0.14.
att(a5,a29):-0.87.
att(a5,a30):-0.33.
att(a2,a5):-0.25.
att(a3,a16):-0.93.
att(a6,a22):-0.93.
att(a6,a23):-0.71.
att(a22,a29):-0.98.
att(a22,a33):-0.86.
att(a22,a34):-0.51.
att(a7,a9):-0.92.
att(a7,a16):-0.45.
att(a7,a18):-0.85.
att(a9,a16):-0.97.
att(a9,a22):-0.97.
att(a8,a21):-0.7.
att(a8,a31):-0.71.
att(a21,a24):-0.82.
att(a21,a29):-0.5.
att(a11,a12):-0.89.
att(a11,a33):-0.24.
att(a11,a34):-0.97.
att(a12,a13):-0.75.
att(a12,a22):-0.94.
att(a14,a23):-0.55.
att(a14,a27):-0.87.
att(a14,a33):-0.57.
att(a14,a34):-0.12.
att(a27,a29):-0.86.
att(a27,a32):-0.41.
att(a27,a33):-0.5.
att(a15,a17):-0.21.
att(a15,a25):-0.88.
att(a15,a28):-0.78.
att(a19,a23):-0.87.
att(a19,a25):-1.0.
att(a26,a31):-0.17.

# number of nodes = 31
# number of edges = 37
