arg(a0).
arg(a9).
arg(a1).
arg(a2).
arg(a6).
arg(a10).
arg(a12).
arg(a16).
arg(a28).
arg(a30).
arg(a32).
arg(a3).
arg(a11).
arg(a15).
arg(a19).
arg(a46).
arg(a4).
arg(a5).
arg(a8).
arg(a29).
arg(a34).
arg(a18).
arg(a33).
arg(a7).
arg(a20).
arg(a39).
arg(a42).
arg(a43).
arg(a24).
arg(a41).
arg(a49).
arg(a38).
arg(a45).
arg(a48).
arg(a27).
arg(a40).
arg(a23).
arg(a44).
arg(a13).
arg(a14).
arg(a47).
arg(a22).
arg(a36).
arg(a35).
arg(a37).
arg(a17).
arg(a25).
arg(a21).
arg(a26).
arg(a31).

att(a0,a9):-0.36.
att(a9,a11):-0.29.
att(a9,a24):-0.29.
att(a9,a38):-0.97.
att(a9,a45):-0.19.
att(a9,a48):-0.64.
att(a1,a9):-0.88.
att(a2,a6):-0.3.
att(a2,a10):-0.96.
att(a2,a12):-0.41.
att(a2,a16):-0.52.
att(a2,a28):-0.39.
att(a2,a30):-0.98.
att(a2,a32):-0.2.
att(a6,a18):-0.79.
att(a6,a19):-0.28.
att(a6,a29):-0.46.
att(a6,a30):-0.53.
att(a6,a33):-0.61.
att(a10,a15):-0.14.
att(a10,a20):-0.19.
att(a10,a45):-0.21.
att(a12,a23):-0.77.
att(a12,a34):-0.49.
att(a12,a42):-0.47.
att(a12,a44):-0.95.
att(a12,a49):-0.99.
att(a16,a35):-0.92.
att(a16,a37):-0.67.
att(a16,a45):-0.35.
att(a28,a39):-0.17.
att(a28,a44):-0.76.
att(a32,a38):-0.6.
att(a3,a11):-0.65.
att(a3,a15):-0.37.
att(a3,a19):-0.36.
att(a3,a46):-0.78.
att(a11,a27):-0.27.
att(a11,a28):-0.49.
att(a11,a40):-0.8.
att(a11,a41):-0.51.
att(a11,a42):-0.92.
att(a11,a46):-0.56.
att(a15,a22):-0.52.
att(a15,a28):-0.75.
att(a15,a34):-0.29.
att(a15,a36):-0.98.
att(a15,a41):-0.7.
att(a15,a47):-0.76.
att(a19,a20):-0.84.
att(a19,a34):-0.55.
att(a19,a48):-0.33.
att(a4,a10):-0.78.
att(a4,a46):-0.14.
att(a5,a8):-0.25.
att(a5,a29):-0.5.
att(a5,a34):-0.8.
att(a8,a11):-0.61.
att(a8,a20):-0.38.
att(a8,a24):-0.44.
att(a8,a28):-0.33.
att(a8,a41):-0.69.
att(a8,a49):-0.84.
att(a29,a31):-0.43.
att(a29,a41):-0.81.
att(a34,a38):-0.5.
att(a34,a42):-0.19.
att(a34,a47):-0.69.
att(a34,a49):-0.95.
att(a18,a25):-0.27.

# number of nodes = 50
# number of edges = 70
