arg(a0).
arg(a22).
arg(a1).
arg(a5).
arg(a8).
arg(a20).
arg(a29).
arg(a30).
arg(a32).
arg(a2).
arg(a6).
arg(a16).
arg(a17).
arg(a27).
arg(a35).
arg(a3).
arg(a10).
arg(a15).
arg(a37).
arg(a42).
arg(a4).
arg(a31).
arg(a33).
arg(a46).
arg(a48).
arg(a11).
arg(a25).
arg(a38).
arg(a7).
arg(a13).
arg(a47).
arg(a9).
arg(a23).
arg(a43).
arg(a49).
arg(a12).
arg(a19).
arg(a26).
arg(a36).
arg(a14).
arg(a41).
arg(a34).
arg(a39).
arg(a18).
arg(a24).
arg(a28).
arg(a21).
arg(a40).
arg(a44).
arg(a45).

att(a0,a22):-0.49.
att(a22,a23):-0.35.
att(a22,a40):-0.77.
att(a1,a5):-0.52.
att(a1,a8):-0.24.
att(a1,a20):-0.73.
att(a1,a22):-0.79.
att(a1,a29):-0.86.
att(a1,a30):-0.94.
att(a1,a32):-0.68.
att(a5,a11):-0.63.
att(a5,a25):-0.45.
att(a5,a35):-0.63.
att(a8,a13):-0.64.
att(a8,a38):-0.2.
att(a8,a47):-0.46.
att(a20,a26):-0.59.
att(a20,a33):-0.24.
att(a20,a41):-0.29.
att(a20,a42):-0.7.
att(a29,a32):-0.38.
att(a30,a41):-0.91.
att(a30,a42):-0.49.
att(a32,a49):-0.91.
att(a2,a6):-0.45.
att(a2,a16):-0.92.
att(a2,a17):-0.64.
att(a2,a27):-0.74.
att(a2,a29):-0.23.
att(a2,a35):-0.14.
att(a6,a8):-0.73.
att(a6,a27):-0.1.
att(a6,a30):-0.28.
att(a6,a38):-0.13.
att(a16,a30):-0.4.
att(a16,a32):-0.81.
att(a16,a42):-0.29.
att(a17,a27):-0.36.
att(a17,a34):-0.42.
att(a17,a35):-0.52.
att(a17,a39):-0.79.
att(a17,a49):-0.9.
att(a27,a36):-0.58.
att(a27,a44):-0.78.
att(a35,a42):-0.6.
att(a35,a47):-0.34.
att(a3,a10):-0.87.
att(a3,a15):-0.62.
att(a3,a16):-0.86.
att(a3,a37):-0.95.
att(a3,a42):-0.4.
att(a10,a27):-0.15.
att(a10,a33):-0.32.
att(a10,a38):-0.2.
att(a10,a48):-0.56.
att(a15,a25):-0.83.
att(a15,a41):-0.67.
att(a15,a48):-0.94.
att(a37,a43):-0.38.
att(a37,a44):-0.87.
att(a4,a5):-0.22.
att(a4,a29):-0.84.
att(a4,a31):-0.37.
att(a4,a33):-0.4.
att(a4,a42):-0.98.
att(a4,a46):-0.69.
att(a4,a48):-0.55.
att(a33,a35):-0.66.
att(a46,a48):-0.27.
att(a11,a31):-0.22.

# number of nodes = 50
# number of edges = 70
