arg(a0).
arg(a40).
arg(a1).
arg(a3).
arg(a13).
arg(a24).
arg(a27).
arg(a41).
arg(a43).
arg(a2).
arg(a4).
arg(a15).
arg(a17).
arg(a21).
arg(a26).
arg(a29).
arg(a8).
arg(a35).
arg(a47).
arg(a48).
arg(a6).
arg(a12).
arg(a14).
arg(a42).
arg(a5).
arg(a34).
arg(a9).
arg(a22).
arg(a7).
arg(a11).
arg(a25).
arg(a31).
arg(a32).
arg(a44).
arg(a38).
arg(a49).
arg(a10).
arg(a19).
arg(a23).
arg(a36).
arg(a37).
arg(a30).
arg(a33).
arg(a39).
arg(a18).
arg(a20).
arg(a28).
arg(a46).
arg(a45).

att(a0,a40):-0.48.
att(a40,a41):-0.53.
att(a1,a3):-0.94.
att(a1,a13):-0.86.
att(a1,a24):-0.22.
att(a1,a27):-0.33.
att(a1,a41):-0.45.
att(a1,a43):-0.97.
att(a3,a8):-0.13.
att(a3,a13):-0.66.
att(a3,a35):-0.61.
att(a3,a47):-0.29.
att(a3,a48):-0.62.
att(a13,a15):-0.21.
att(a13,a25):-0.4.
att(a13,a32):-0.53.
att(a13,a44):-0.72.
att(a24,a41):-0.18.
att(a24,a44):-0.96.
att(a27,a30):-0.22.
att(a27,a47):-0.12.
att(a43,a47):-0.23.
att(a2,a4):-0.66.
att(a2,a15):-0.78.
att(a2,a17):-0.32.
att(a2,a21):-0.98.
att(a2,a26):-0.29.
att(a2,a27):-0.49.
att(a2,a29):-0.96.
att(a4,a6):-0.22.
att(a4,a12):-0.44.
att(a4,a14):-0.14.
att(a4,a42):-0.59.
att(a4,a48):-0.32.
att(a15,a25):-0.2.
att(a15,a30):-0.76.
att(a15,a37):-0.28.
att(a15,a44):-0.3.
att(a17,a21):-0.33.
att(a17,a31):-0.89.
att(a17,a33):-0.73.
att(a17,a39):-0.12.
att(a17,a42):-0.33.
att(a21,a22):-0.85.
att(a21,a27):-0.93.
att(a21,a29):-0.77.
att(a21,a31):-0.29.
att(a21,a36):-0.31.
att(a21,a39):-0.28.
att(a21,a49):-0.1.
att(a26,a27):-0.42.
att(a26,a30):-0.65.
att(a26,a34):-0.18.
att(a26,a38):-0.13.
att(a29,a35):-0.98.
att(a29,a36):-0.16.
att(a29,a49):-0.59.
att(a8,a38):-0.57.
att(a8,a40):-0.31.
att(a35,a36):-0.73.
att(a35,a44):-0.75.
att(a35,a45):-0.93.
att(a35,a49):-0.85.
att(a6,a9):-0.77.
att(a6,a22):-0.88.
att(a6,a48):-0.46.
att(a12,a13):-0.55.
att(a12,a27):-0.94.
att(a12,a37):-0.94.
att(a12,a41):-0.81.

# number of nodes = 49
# number of edges = 70
