arg(a0).
arg(a46).
arg(a1).
arg(a4).
arg(a17).
arg(a36).
arg(a48).
arg(a2).
arg(a3).
arg(a13).
arg(a20).
arg(a22).
arg(a6).
arg(a15).
arg(a40).
arg(a47).
arg(a19).
arg(a5).
arg(a11).
arg(a14).
arg(a30).
arg(a37).
arg(a23).
arg(a32).
arg(a45).
arg(a7).
arg(a9).
arg(a8).
arg(a25).
arg(a10).
arg(a21).
arg(a16).
arg(a39).
arg(a12).
arg(a24).
arg(a18).
arg(a33).
arg(a27).
arg(a41).
arg(a49).
arg(a34).
arg(a43).
arg(a28).
arg(a35).
arg(a42).
arg(a26).
arg(a29).
arg(a44).
arg(a38).

att(a0,a46):-0.25.
att(a46,a47):-0.86.
att(a1,a4):-0.82.
att(a1,a17):-0.43.
att(a1,a36):-0.64.
att(a1,a48):-0.75.
att(a4,a15):-0.93.
att(a4,a19):-0.45.
att(a17,a21):-0.97.
att(a17,a32):-0.32.
att(a17,a39):-0.92.
att(a2,a3):-0.79.
att(a2,a13):-0.34.
att(a2,a20):-0.81.
att(a2,a22):-0.92.
att(a3,a6):-0.33.
att(a3,a15):-0.38.
att(a3,a40):-0.11.
att(a3,a47):-0.41.
att(a13,a18):-0.28.
att(a13,a25):-0.61.
att(a13,a33):-0.61.
att(a20,a25):-0.39.
att(a20,a28):-0.39.
att(a20,a30):-0.77.
att(a20,a32):-0.44.
att(a20,a41):-0.81.
att(a6,a20):-0.22.
att(a6,a23):-0.78.
att(a6,a32):-0.89.
att(a6,a45):-0.84.
att(a6,a48):-0.75.
att(a15,a24):-0.81.
att(a15,a25):-0.33.
att(a15,a39):-0.58.
att(a15,a41):-0.6.
att(a15,a49):-0.28.
att(a40,a42):-0.4.
att(a40,a43):-0.56.
att(a19,a34):-0.33.
att(a19,a43):-0.23.
att(a5,a11):-0.49.
att(a5,a14):-0.44.
att(a5,a30):-0.46.
att(a5,a37):-0.78.
att(a5,a46):-0.66.
att(a11,a16):-0.85.
att(a11,a22):-0.39.
att(a11,a25):-0.63.
att(a11,a39):-0.92.
att(a14,a27):-0.15.
att(a14,a36):-0.21.
att(a14,a40):-0.3.
att(a30,a41):-0.33.
att(a30,a47):-1.0.
att(a32,a44):-0.69.
att(a32,a46):-0.14.
att(a7,a9):-0.92.
att(a7,a45):-0.41.
att(a9,a19):-0.88.
att(a9,a45):-0.58.
att(a8,a23):-0.54.
att(a8,a25):-0.96.
att(a8,a47):-0.27.
att(a25,a47):-0.52.
att(a10,a13):-0.96.
att(a10,a21):-0.25.
att(a10,a32):-0.15.
att(a10,a37):-0.67.
att(a10,a46):-0.87.

# number of nodes = 49
# number of edges = 70
