arg(a0).
arg(a43).
arg(a1).
arg(a12).
arg(a16).
arg(a29).
arg(a2).
arg(a4).
arg(a14).
arg(a35).
arg(a42).
arg(a45).
arg(a48).
arg(a3).
arg(a10).
arg(a13).
arg(a31).
arg(a47).
arg(a5).
arg(a9).
arg(a26).
arg(a28).
arg(a49).
arg(a6).
arg(a11).
arg(a23).
arg(a30).
arg(a7).
arg(a25).
arg(a41).
arg(a8).
arg(a18).
arg(a19).
arg(a44).
arg(a22).
arg(a32).
arg(a37).
arg(a27).
arg(a17).
arg(a24).
arg(a46).
arg(a36).
arg(a20).
arg(a34).
arg(a21).
arg(a33).
arg(a38).
arg(a40).
arg(a39).

att(a0,a43):-0.52.
att(a43,a45):-0.75.
att(a1,a12):-0.14.
att(a1,a16):-0.7.
att(a1,a29):-0.97.
att(a12,a22):-0.67.
att(a12,a28):-0.3.
att(a12,a29):-0.79.
att(a12,a32):-0.48.
att(a12,a37):-0.85.
att(a12,a49):-0.45.
att(a16,a27):-0.32.
att(a16,a36):-0.5.
att(a16,a46):-0.22.
att(a29,a41):-0.48.
att(a2,a4):-0.59.
att(a2,a14):-0.59.
att(a2,a35):-0.67.
att(a2,a42):-0.56.
att(a2,a45):-0.59.
att(a2,a48):-0.78.
att(a4,a13):-0.41.
att(a4,a29):-0.86.
att(a4,a31):-0.37.
att(a4,a42):-0.98.
att(a4,a47):-0.4.
att(a4,a48):-0.58.
att(a14,a17):-0.17.
att(a14,a24):-0.49.
att(a14,a30):-0.67.
att(a14,a41):-0.2.
att(a14,a45):-0.64.
att(a14,a46):-0.63.
att(a35,a47):-0.94.
att(a42,a47):-0.97.
att(a3,a10):-0.31.
att(a3,a29):-0.88.
att(a10,a19):-0.67.
att(a10,a45):-0.71.
att(a10,a48):-0.91.
att(a13,a27):-0.58.
att(a13,a29):-0.72.
att(a13,a48):-0.41.
att(a31,a33):-0.95.
att(a5,a9):-0.29.
att(a5,a26):-0.27.
att(a5,a28):-0.81.
att(a5,a45):-0.23.
att(a5,a47):-0.9.
att(a5,a49):-0.63.
att(a9,a13):-0.21.
att(a9,a18):-0.65.
att(a9,a29):-0.43.
att(a9,a42):-0.26.
att(a9,a48):-0.99.
att(a26,a40):-0.29.
att(a26,a43):-0.76.
att(a26,a49):-0.64.
att(a28,a32):-0.9.
att(a28,a49):-0.85.
att(a6,a10):-0.73.
att(a6,a11):-0.63.
att(a6,a16):-0.13.
att(a6,a23):-0.25.
att(a6,a30):-0.14.
att(a11,a48):-0.23.
att(a23,a31):-0.56.
att(a23,a44):-0.13.
att(a30,a36):-0.54.
att(a30,a40):-0.33.

# number of nodes = 49
# number of edges = 70
