arg(a0).
arg(a19).
arg(a1).
arg(a5).
arg(a16).
arg(a28).
arg(a36).
arg(a37).
arg(a41).
arg(a44).
arg(a2).
arg(a9).
arg(a33).
arg(a34).
arg(a3).
arg(a6).
arg(a8).
arg(a18).
arg(a32).
arg(a4).
arg(a15).
arg(a17).
arg(a21).
arg(a27).
arg(a42).
arg(a40).
arg(a7).
arg(a13).
arg(a26).
arg(a10).
arg(a20).
arg(a22).
arg(a23).
arg(a35).
arg(a11).
arg(a39).
arg(a12).
arg(a31).
arg(a25).
arg(a47).
arg(a49).
arg(a14).
arg(a38).
arg(a43).
arg(a48).
arg(a29).
arg(a45).
arg(a46).
arg(a24).
arg(a30).

att(a0,a19):-0.24.
att(a19,a21):-0.27.
att(a19,a26):-0.27.
att(a19,a34):-0.65.
att(a19,a38):-0.32.
att(a19,a48):-0.76.
att(a19,a49):-0.83.
att(a1,a5):-0.92.
att(a1,a16):-0.41.
att(a1,a28):-0.19.
att(a1,a36):-0.55.
att(a1,a37):-0.47.
att(a1,a41):-0.41.
att(a1,a44):-0.2.
att(a5,a6):-0.45.
att(a5,a27):-0.88.
att(a5,a42):-0.6.
att(a16,a23):-0.25.
att(a16,a28):-0.73.
att(a16,a31):-0.49.
att(a28,a43):-0.31.
att(a36,a37):-0.87.
att(a36,a39):-0.13.
att(a37,a45):-0.91.
att(a37,a47):-0.11.
att(a37,a49):-0.69.
att(a41,a45):-0.92.
att(a2,a9):-0.14.
att(a2,a28):-0.9.
att(a2,a33):-0.58.
att(a2,a34):-0.37.
att(a9,a10):-0.73.
att(a9,a20):-0.36.
att(a9,a22):-0.95.
att(a9,a23):-0.86.
att(a9,a35):-0.69.
att(a3,a5):-0.87.
att(a3,a6):-0.52.
att(a3,a8):-0.16.
att(a3,a9):-0.45.
att(a3,a18):-0.51.
att(a3,a32):-1.0.
att(a3,a33):-0.88.
att(a6,a40):-0.18.
att(a6,a41):-0.23.
att(a8,a13):-0.67.
att(a18,a37):-0.22.
att(a18,a38):-0.89.
att(a32,a39):-0.42.
att(a32,a40):-0.93.
att(a4,a9):-0.83.
att(a4,a15):-0.84.
att(a4,a17):-0.63.
att(a4,a21):-0.75.
att(a4,a27):-0.88.
att(a15,a21):-0.75.
att(a15,a23):-0.84.
att(a15,a31):-0.22.
att(a15,a38):-0.2.
att(a15,a39):-0.19.
att(a15,a42):-0.29.
att(a17,a27):-0.84.
att(a17,a33):-0.79.
att(a21,a26):-0.51.
att(a21,a37):-0.54.
att(a21,a45):-0.69.
att(a21,a46):-0.85.
att(a27,a36):-0.47.
att(a27,a41):-0.8.
att(a40,a45):-0.18.

# number of nodes = 50
# number of edges = 70
