arg(a0).
arg(a13).
arg(a1).
arg(a8).
arg(a15).
arg(a38).
arg(a39).
arg(a43).
arg(a2).
arg(a7).
arg(a11).
arg(a48).
arg(a3).
arg(a22).
arg(a28).
arg(a34).
arg(a45).
arg(a47).
arg(a49).
arg(a4).
arg(a5).
arg(a20).
arg(a40).
arg(a44).
arg(a6).
arg(a27).
arg(a41).
arg(a46).
arg(a9).
arg(a14).
arg(a12).
arg(a16).
arg(a26).
arg(a30).
arg(a36).
arg(a10).
arg(a24).
arg(a25).
arg(a32).
arg(a37).
arg(a17).
arg(a19).
arg(a33).
arg(a29).
arg(a35).
arg(a42).
arg(a18).
arg(a31).
arg(a21).

att(a0,a13):-0.65.
att(a13,a19):-0.96.
att(a13,a26):-0.55.
att(a13,a28):-0.71.
att(a1,a8):-0.37.
att(a1,a13):-0.45.
att(a1,a15):-0.84.
att(a1,a38):-0.84.
att(a1,a39):-1.0.
att(a1,a43):-0.94.
att(a8,a12):-0.21.
att(a8,a16):-0.33.
att(a8,a26):-0.99.
att(a15,a27):-1.0.
att(a15,a29):-0.22.
att(a15,a30):-0.38.
att(a15,a36):-0.88.
att(a39,a46):-0.39.
att(a2,a7):-0.72.
att(a2,a11):-0.15.
att(a2,a38):-0.78.
att(a2,a48):-0.73.
att(a7,a9):-0.64.
att(a7,a14):-0.29.
att(a7,a38):-0.36.
att(a7,a49):-0.99.
att(a11,a14):-0.55.
att(a11,a25):-0.52.
att(a11,a28):-0.43.
att(a11,a37):-0.15.
att(a11,a38):-0.37.
att(a11,a47):-0.48.
att(a11,a49):-0.19.
att(a3,a13):-0.67.
att(a3,a22):-0.44.
att(a3,a28):-0.81.
att(a3,a34):-0.59.
att(a3,a39):-0.37.
att(a3,a45):-0.12.
att(a3,a47):-0.68.
att(a3,a49):-0.36.
att(a22,a49):-0.42.
att(a28,a40):-0.41.
att(a34,a38):-0.49.
att(a4,a5):-0.62.
att(a4,a13):-0.91.
att(a4,a15):-0.35.
att(a4,a20):-0.8.
att(a4,a28):-0.48.
att(a4,a40):-0.2.
att(a4,a45):-0.25.
att(a4,a47):-0.54.
att(a5,a7):-0.97.
att(a5,a15):-0.55.
att(a5,a22):-0.45.
att(a5,a44):-0.72.
att(a20,a32):-0.73.
att(a20,a41):-0.5.
att(a20,a47):-0.32.
att(a44,a48):-0.41.
att(a6,a13):-0.89.
att(a6,a27):-0.5.
att(a6,a41):-0.63.
att(a6,a46):-0.82.
att(a27,a35):-0.6.
att(a27,a36):-0.54.
att(a27,a47):-0.82.
att(a9,a30):-0.95.
att(a9,a36):-0.65.
att(a9,a40):-0.71.

# number of nodes = 49
# number of edges = 70
