arg(a0).
arg(a48).
arg(a1).
arg(a3).
arg(a17).
arg(a27).
arg(a34).
arg(a35).
arg(a37).
arg(a46).
arg(a2).
arg(a11).
arg(a15).
arg(a6).
arg(a22).
arg(a29).
arg(a30).
arg(a32).
arg(a39).
arg(a49).
arg(a5).
arg(a18).
arg(a43).
arg(a45).
arg(a47).
arg(a8).
arg(a23).
arg(a7).
arg(a24).
arg(a26).
arg(a28).
arg(a38).
arg(a9).
arg(a16).
arg(a10).
arg(a20).
arg(a25).
arg(a33).
arg(a12).
arg(a13).
arg(a19).
arg(a14).
arg(a21).
arg(a42).
arg(a40).
arg(a44).
arg(a41).
arg(a31).
arg(a36).

att(a0,a48):-0.77.
att(a1,a3):-0.9.
att(a1,a17):-0.8.
att(a1,a27):-0.89.
att(a1,a34):-0.89.
att(a1,a35):-0.78.
att(a1,a37):-0.33.
att(a1,a46):-0.11.
att(a3,a6):-0.75.
att(a3,a22):-0.42.
att(a3,a29):-0.55.
att(a3,a30):-0.59.
att(a3,a32):-0.93.
att(a3,a39):-0.8.
att(a3,a49):-0.21.
att(a17,a25):-0.44.
att(a17,a26):-0.75.
att(a17,a37):-0.63.
att(a17,a41):-0.98.
att(a27,a38):-0.82.
att(a27,a43):-0.98.
att(a37,a42):-0.7.
att(a37,a43):-0.99.
att(a37,a45):-0.65.
att(a46,a49):-0.82.
att(a2,a11):-0.64.
att(a2,a15):-0.39.
att(a2,a37):-0.46.
att(a11,a20):-0.24.
att(a11,a22):-0.48.
att(a11,a25):-0.49.
att(a11,a29):-0.55.
att(a11,a33):-0.59.
att(a11,a35):-0.72.
att(a15,a22):-0.99.
att(a15,a43):-0.43.
att(a6,a8):-0.53.
att(a6,a23):-0.96.
att(a6,a27):-0.66.
att(a6,a43):-0.81.
att(a6,a47):-0.35.
att(a22,a44):-0.18.
att(a29,a31):-0.28.
att(a29,a34):-0.49.
att(a29,a36):-0.34.
att(a29,a39):-0.79.
att(a29,a44):-0.39.
att(a29,a48):-0.84.
att(a30,a34):-0.72.
att(a30,a35):-0.82.
att(a30,a38):-0.45.
att(a30,a46):-0.45.
att(a32,a34):-0.13.
att(a32,a42):-0.34.
att(a39,a43):-0.96.
att(a5,a15):-0.5.
att(a5,a18):-0.82.
att(a5,a43):-0.47.
att(a5,a45):-0.74.
att(a5,a47):-0.13.
att(a18,a23):-0.5.
att(a18,a26):-0.34.
att(a18,a31):-0.25.
att(a18,a32):-0.68.
att(a18,a33):-0.29.
att(a18,a35):-0.29.
att(a18,a40):-0.23.
att(a43,a47):-0.38.
att(a45,a49):-0.94.
att(a8,a17):-0.39.

# number of nodes = 49
# number of edges = 70
