arg(a0).
arg(a6).
arg(a1).
arg(a10).
arg(a11).
arg(a40).
arg(a47).
arg(a2).
arg(a8).
arg(a16).
arg(a20).
arg(a25).
arg(a45).
arg(a3).
arg(a15).
arg(a23).
arg(a4).
arg(a38).
arg(a44).
arg(a5).
arg(a30).
arg(a46).
arg(a9).
arg(a17).
arg(a24).
arg(a42).
arg(a7).
arg(a22).
arg(a37).
arg(a26).
arg(a36).
arg(a13).
arg(a14).
arg(a27).
arg(a32).
arg(a34).
arg(a19).
arg(a39).
arg(a43).
arg(a12).
arg(a21).
arg(a48).
arg(a31).
arg(a41).
arg(a18).
arg(a33).
arg(a35).
arg(a28).

att(a0,a6):-0.52.
att(a6,a9):-0.28.
att(a6,a15):-0.62.
att(a6,a17):-0.31.
att(a6,a24):-0.59.
att(a6,a25):-0.79.
att(a6,a42):-0.39.
att(a1,a10):-0.83.
att(a1,a11):-0.64.
att(a1,a40):-0.93.
att(a1,a47):-0.72.
att(a10,a13):-0.17.
att(a10,a14):-0.72.
att(a10,a17):-0.21.
att(a10,a27):-0.34.
att(a10,a32):-0.68.
att(a10,a34):-0.83.
att(a10,a36):-0.43.
att(a10,a38):-0.93.
att(a10,a42):-0.35.
att(a10,a44):-0.77.
att(a11,a19):-0.56.
att(a11,a20):-0.99.
att(a11,a36):-0.12.
att(a11,a39):-0.11.
att(a11,a43):-0.9.
att(a2,a8):-0.23.
att(a2,a16):-0.7.
att(a2,a20):-0.9.
att(a2,a25):-0.32.
att(a2,a45):-0.18.
att(a8,a17):-0.48.
att(a8,a23):-0.69.
att(a8,a26):-0.21.
att(a8,a38):-0.75.
att(a8,a45):-0.95.
att(a16,a17):-0.18.
att(a16,a20):-0.39.
att(a16,a23):-0.46.
att(a16,a24):-0.49.
att(a16,a34):-0.6.
att(a16,a39):-0.95.
att(a16,a40):-0.4.
att(a16,a42):-0.24.
att(a16,a43):-0.2.
att(a20,a35):-0.66.
att(a20,a37):-0.2.
att(a20,a44):-0.93.
att(a25,a26):-0.83.
att(a25,a33):-0.51.
att(a25,a47):-0.25.
att(a3,a15):-0.6.
att(a3,a23):-0.73.
att(a3,a40):-0.21.
att(a23,a34):-0.81.
att(a4,a38):-0.22.
att(a4,a44):-0.88.
att(a38,a45):-0.54.
att(a5,a16):-0.54.
att(a5,a30):-0.7.
att(a5,a38):-0.48.
att(a5,a46):-0.72.
att(a30,a36):-0.31.
att(a30,a48):-0.46.
att(a46,a47):-0.58.
att(a9,a36):-0.13.
att(a9,a38):-0.44.
att(a17,a22):-0.18.
att(a17,a34):-0.47.
att(a17,a46):-0.2.

# number of nodes = 48
# number of edges = 70
