arg(a0).
arg(a9).
arg(a1).
arg(a5).
arg(a12).
arg(a20).
arg(a32).
arg(a36).
arg(a47).
arg(a2).
arg(a4).
arg(a8).
arg(a16).
arg(a29).
arg(a46).
arg(a3).
arg(a11).
arg(a14).
arg(a33).
arg(a26).
arg(a35).
arg(a42).
arg(a45).
arg(a7).
arg(a10).
arg(a15).
arg(a18).
arg(a31).
arg(a6).
arg(a13).
arg(a25).
arg(a34).
arg(a43).
arg(a27).
arg(a44).
arg(a30).
arg(a48).
arg(a21).
arg(a22).
arg(a49).
arg(a23).
arg(a37).
arg(a24).
arg(a38).
arg(a19).
arg(a17).
arg(a39).
arg(a41).
arg(a28).
arg(a40).

att(a0,a9):-0.85.
att(a9,a13):-0.25.
att(a9,a27):-0.25.
att(a9,a44):-0.83.
att(a1,a5):-0.43.
att(a1,a12):-0.85.
att(a1,a20):-0.44.
att(a1,a32):-0.36.
att(a1,a36):-0.49.
att(a1,a47):-0.42.
att(a5,a7):-0.79.
att(a5,a10):-0.83.
att(a5,a15):-0.55.
att(a5,a18):-0.29.
att(a5,a20):-0.95.
att(a5,a29):-0.64.
att(a5,a31):-0.26.
att(a12,a15):-0.89.
att(a12,a18):-0.85.
att(a12,a23):-0.8.
att(a12,a46):-0.51.
att(a20,a23):-0.31.
att(a20,a29):-0.62.
att(a20,a37):-0.77.
att(a20,a42):-0.59.
att(a20,a43):-0.83.
att(a36,a45):-0.42.
att(a47,a49):-0.86.
att(a2,a4):-0.55.
att(a2,a8):-0.24.
att(a2,a16):-0.48.
att(a2,a29):-0.89.
att(a2,a46):-0.37.
att(a4,a16):-0.73.
att(a4,a26):-0.17.
att(a4,a35):-0.44.
att(a4,a42):-0.66.
att(a4,a45):-0.6.
att(a8,a34):-0.16.
att(a8,a43):-0.42.
att(a16,a19):-0.9.
att(a16,a21):-0.45.
att(a16,a24):-0.21.
att(a29,a45):-0.52.
att(a3,a5):-0.16.
att(a3,a9):-0.11.
att(a3,a11):-0.78.
att(a3,a14):-0.31.
att(a3,a16):-0.24.
att(a3,a20):-0.36.
att(a3,a33):-0.54.
att(a3,a46):-0.82.
att(a11,a16):-0.79.
att(a11,a18):-0.96.
att(a11,a21):-0.47.
att(a11,a22):-0.3.
att(a11,a31):-0.47.
att(a11,a49):-0.55.
att(a14,a15):-0.39.
att(a14,a21):-0.22.
att(a14,a24):-0.87.
att(a14,a36):-0.53.
att(a14,a38):-0.49.
att(a14,a45):-0.13.
att(a14,a49):-0.2.
att(a26,a42):-0.33.
att(a35,a37):-0.8.
att(a35,a43):-0.66.
att(a35,a48):-0.51.
att(a42,a44):-0.93.
att(a45,a48):-0.11.
att(a7,a9):-0.62.
att(a7,a14):-0.94.
att(a7,a16):-0.61.
att(a7,a20):-0.92.
att(a7,a29):-0.47.
att(a10,a15):-0.35.
att(a10,a18):-0.88.
att(a10,a30):-0.73.
att(a10,a34):-0.97.
att(a10,a47):-0.69.
att(a10,a48):-0.21.
att(a15,a18):-0.75.
att(a15,a24):-0.35.
att(a15,a30):-0.8.
att(a15,a33):-0.38.
att(a15,a38):-0.44.
att(a15,a43):-0.83.
att(a31,a38):-0.13.
att(a31,a46):-0.59.

# number of nodes = 50
# number of edges = 90
