arg(a0).
arg(a10).
arg(a1).
arg(a4).
arg(a16).
arg(a23).
arg(a39).
arg(a2).
arg(a28).
arg(a31).
arg(a42).
arg(a43).
arg(a3).
arg(a14).
arg(a20).
arg(a25).
arg(a27).
arg(a30).
arg(a35).
arg(a40).
arg(a19).
arg(a41).
arg(a5).
arg(a6).
arg(a11).
arg(a13).
arg(a15).
arg(a26).
arg(a36).
arg(a46).
arg(a49).
arg(a45).
arg(a47).
arg(a7).
arg(a18).
arg(a24).
arg(a8).
arg(a29).
arg(a32).
arg(a37).
arg(a9).
arg(a17).
arg(a48).
arg(a34).
arg(a12).
arg(a21).
arg(a22).
arg(a38).
arg(a33).
arg(a44).

att(a0,a10):-0.47.
att(a10,a30):-0.19.
att(a10,a34):-0.85.
att(a10,a39):-0.4.
att(a10,a46):-0.91.
att(a1,a4):-0.28.
att(a1,a10):-0.83.
att(a1,a16):-0.27.
att(a1,a23):-0.57.
att(a1,a39):-0.2.
att(a4,a14):-0.97.
att(a4,a16):-0.71.
att(a4,a19):-0.69.
att(a4,a23):-0.6.
att(a4,a35):-0.17.
att(a4,a41):-0.71.
att(a16,a21):-0.65.
att(a16,a34):-0.81.
att(a23,a46):-0.85.
att(a23,a47):-0.8.
att(a39,a42):-0.93.
att(a39,a44):-0.51.
att(a2,a28):-0.66.
att(a2,a31):-0.75.
att(a2,a42):-0.68.
att(a2,a43):-0.51.
att(a31,a38):-0.72.
att(a42,a49):-0.45.
att(a3,a14):-0.15.
att(a3,a20):-0.67.
att(a3,a25):-0.76.
att(a3,a27):-0.56.
att(a3,a30):-0.21.
att(a3,a35):-0.47.
att(a3,a40):-0.57.
att(a14,a19):-0.82.
att(a14,a21):-0.11.
att(a14,a26):-0.93.
att(a14,a28):-0.71.
att(a14,a34):-0.3.
att(a14,a40):-0.29.
att(a20,a28):-0.59.
att(a20,a45):-0.72.
att(a25,a27):-0.76.
att(a25,a33):-0.84.
att(a27,a32):-0.62.
att(a27,a48):-0.68.
att(a30,a43):-0.11.
att(a30,a44):-0.61.
att(a40,a42):-0.38.
att(a40,a46):-0.4.
att(a19,a43):-0.71.
att(a41,a46):-0.53.
att(a5,a6):-0.56.
att(a5,a11):-0.19.
att(a5,a13):-0.82.
att(a5,a14):-0.2.
att(a5,a15):-0.15.
att(a5,a26):-0.84.
att(a5,a36):-0.3.
att(a5,a46):-0.67.
att(a5,a49):-0.94.
att(a6,a35):-0.17.
att(a6,a45):-0.56.
att(a6,a47):-0.34.
att(a11,a34):-0.72.
att(a11,a43):-0.79.
att(a11,a48):-0.86.
att(a15,a46):-0.12.
att(a26,a37):-0.39.
att(a26,a45):-0.6.
att(a26,a46):-0.6.
att(a7,a15):-0.28.
att(a7,a18):-0.83.
att(a7,a24):-0.38.
att(a7,a31):-0.45.
att(a7,a40):-0.98.
att(a18,a19):-0.35.
att(a18,a21):-0.13.
att(a18,a39):-0.79.
att(a18,a43):-0.1.
att(a24,a26):-0.47.
att(a24,a28):-0.11.
att(a24,a37):-0.6.
att(a24,a38):-0.18.
att(a8,a29):-0.88.
att(a8,a32):-0.62.
att(a8,a37):-0.77.
att(a8,a49):-0.38.
att(a29,a39):-0.44.
att(a29,a40):-0.84.

# number of nodes = 50
# number of edges = 91
