arg(a0).
arg(a2).
arg(a1).
arg(a7).
arg(a10).
arg(a26).
arg(a29).
arg(a30).
arg(a34).
arg(a38).
arg(a8).
arg(a16).
arg(a25).
arg(a28).
arg(a31).
arg(a44).
arg(a3).
arg(a11).
arg(a32).
arg(a4).
arg(a5).
arg(a13).
arg(a19).
arg(a35).
arg(a48).
arg(a33).
arg(a41).
arg(a45).
arg(a6).
arg(a22).
arg(a12).
arg(a43).
arg(a20).
arg(a36).
arg(a40).
arg(a46).
arg(a9).
arg(a21).
arg(a27).
arg(a47).
arg(a17).
arg(a24).
arg(a14).
arg(a15).
arg(a49).
arg(a18).
arg(a42).
arg(a37).
arg(a23).
arg(a39).

att(a0,a2):-0.47.
att(a2,a8):-0.55.
att(a2,a16):-0.15.
att(a2,a25):-0.51.
att(a2,a28):-0.62.
att(a2,a31):-0.54.
att(a2,a44):-0.17.
att(a1,a7):-0.68.
att(a1,a10):-0.82.
att(a1,a26):-0.85.
att(a1,a29):-0.95.
att(a1,a30):-0.54.
att(a1,a34):-0.47.
att(a1,a38):-0.93.
att(a7,a12):-0.5.
att(a7,a16):-0.99.
att(a7,a26):-0.47.
att(a7,a30):-0.45.
att(a7,a43):-0.53.
att(a10,a13):-0.31.
att(a10,a30):-0.11.
att(a10,a31):-0.12.
att(a10,a32):-0.17.
att(a10,a47):-0.3.
att(a26,a43):-0.71.
att(a26,a45):-0.72.
att(a26,a47):-0.33.
att(a29,a35):-0.62.
att(a30,a32):-0.33.
att(a30,a36):-0.37.
att(a30,a39):-0.34.
att(a30,a40):-0.83.
att(a30,a43):-0.72.
att(a34,a38):-0.63.
att(a34,a47):-0.66.
att(a38,a41):-0.37.
att(a38,a47):-0.31.
att(a8,a20):-0.88.
att(a8,a22):-0.66.
att(a8,a25):-0.84.
att(a8,a30):-1.0.
att(a8,a35):-0.21.
att(a8,a36):-0.49.
att(a8,a40):-0.78.
att(a8,a43):-0.44.
att(a8,a46):-0.55.
att(a8,a48):-0.47.
att(a25,a34):-0.39.
att(a25,a37):-0.77.
att(a25,a45):-0.42.
att(a25,a46):-0.39.
att(a25,a47):-0.42.
att(a28,a48):-0.15.
att(a31,a33):-0.5.
att(a31,a37):-0.74.
att(a31,a43):-0.6.
att(a44,a45):-0.28.
att(a44,a46):-0.33.
att(a44,a48):-0.75.
att(a3,a8):-0.58.
att(a3,a11):-0.54.
att(a3,a16):-0.86.
att(a3,a30):-0.79.
att(a3,a32):-0.67.
att(a11,a17):-0.52.
att(a11,a24):-0.25.
att(a32,a40):-0.85.
att(a4,a5):-0.63.
att(a4,a11):-0.33.
att(a4,a13):-0.28.
att(a4,a19):-0.87.
att(a4,a31):-0.17.
att(a4,a35):-0.37.
att(a4,a44):-0.68.
att(a4,a48):-0.54.
att(a5,a33):-0.78.
att(a5,a35):-0.25.
att(a5,a38):-0.28.
att(a5,a41):-0.32.
att(a5,a45):-0.56.
att(a13,a30):-0.35.
att(a19,a22):-0.29.
att(a19,a38):-0.78.
att(a19,a41):-0.9.
att(a19,a46):-0.61.
att(a35,a41):-0.93.
att(a41,a43):-0.46.
att(a45,a48):-0.4.
att(a6,a22):-0.44.
att(a6,a41):-0.98.
att(a12,a25):-0.86.

# number of nodes = 50
# number of edges = 91
