arg(a0).
arg(a39).
arg(a1).
arg(a26).
arg(a45).
arg(a2).
arg(a6).
arg(a10).
arg(a25).
arg(a35).
arg(a47).
arg(a3).
arg(a29).
arg(a37).
arg(a4).
arg(a12).
arg(a27).
arg(a31).
arg(a43).
arg(a44).
arg(a5).
arg(a21).
arg(a32).
arg(a46).
arg(a49).
arg(a24).
arg(a28).
arg(a34).
arg(a7).
arg(a19).
arg(a48).
arg(a8).
arg(a15).
arg(a17).
arg(a30).
arg(a33).
arg(a9).
arg(a42).
arg(a13).
arg(a20).
arg(a14).
arg(a16).
arg(a22).
arg(a23).
arg(a18).
arg(a41).
arg(a36).
arg(a40).
arg(a38).

att(a0,a39):-0.78.
att(a39,a45):-0.25.
att(a1,a26):-0.44.
att(a1,a45):-0.16.
att(a26,a39):-0.26.
att(a2,a6):-0.23.
att(a2,a10):-0.88.
att(a2,a25):-0.55.
att(a2,a35):-0.99.
att(a2,a47):-0.14.
att(a6,a24):-0.61.
att(a6,a28):-0.16.
att(a6,a34):-0.19.
att(a6,a39):-0.3.
att(a6,a43):-0.18.
att(a6,a46):-0.91.
att(a10,a27):-0.83.
att(a10,a39):-0.99.
att(a25,a40):-0.12.
att(a35,a46):-0.67.
att(a3,a29):-0.13.
att(a3,a37):-0.5.
att(a3,a45):-0.11.
att(a29,a46):-0.57.
att(a29,a49):-0.29.
att(a37,a38):-0.78.
att(a4,a12):-0.32.
att(a4,a27):-0.15.
att(a4,a31):-0.96.
att(a4,a43):-0.64.
att(a4,a44):-0.45.
att(a12,a35):-0.47.
att(a12,a42):-0.55.
att(a27,a29):-0.19.
att(a27,a37):-0.83.
att(a31,a36):-0.71.
att(a43,a49):-0.89.
att(a5,a21):-0.85.
att(a5,a32):-0.91.
att(a5,a37):-0.15.
att(a5,a46):-0.93.
att(a5,a49):-0.84.
att(a21,a26):-0.39.
att(a21,a28):-0.11.
att(a21,a30):-0.26.
att(a21,a31):-0.2.
att(a21,a35):-0.29.
att(a21,a36):-0.95.
att(a21,a43):-0.6.
att(a21,a49):-0.17.
att(a32,a39):-0.26.
att(a32,a45):-0.56.
att(a32,a46):-0.88.
att(a32,a48):-0.53.
att(a24,a35):-0.78.
att(a28,a36):-0.4.
att(a28,a44):-0.2.
att(a34,a38):-0.45.
att(a34,a43):-0.48.
att(a7,a19):-0.65.
att(a7,a31):-0.17.
att(a7,a44):-0.32.
att(a7,a48):-0.57.
att(a19,a33):-0.16.
att(a19,a41):-0.32.
att(a8,a15):-0.23.
att(a8,a17):-0.34.
att(a8,a30):-0.12.
att(a8,a33):-0.36.
att(a15,a21):-0.71.
att(a15,a30):-0.92.
att(a15,a45):-0.57.
att(a17,a23):-0.98.
att(a17,a34):-0.24.
att(a17,a37):-0.59.
att(a30,a41):-0.86.
att(a30,a44):-0.77.
att(a30,a45):-0.15.
att(a30,a46):-0.94.
att(a30,a48):-0.97.
att(a33,a38):-0.21.
att(a33,a46):-0.38.
att(a9,a19):-0.24.
att(a9,a28):-0.33.
att(a9,a31):-0.81.
att(a9,a32):-0.32.
att(a9,a43):-0.71.
att(a9,a45):-0.32.
att(a13,a19):-0.91.
att(a13,a20):-0.85.
att(a13,a26):-0.84.

# number of nodes = 49
# number of edges = 91
