arg(a0).
arg(a8).
arg(a1).
arg(a6).
arg(a14).
arg(a21).
arg(a23).
arg(a24).
arg(a2).
arg(a20).
arg(a22).
arg(a3).
arg(a29).
arg(a39).
arg(a42).
arg(a46).
arg(a4).
arg(a25).
arg(a34).
arg(a37).
arg(a5).
arg(a12).
arg(a40).
arg(a45).
arg(a38).
arg(a7).
arg(a10).
arg(a15).
arg(a17).
arg(a30).
arg(a43).
arg(a9).
arg(a19).
arg(a26).
arg(a27).
arg(a11).
arg(a48).
arg(a13).
arg(a33).
arg(a16).
arg(a18).
arg(a47).
arg(a36).
arg(a32).
arg(a35).
arg(a49).
arg(a31).
arg(a44).

att(a0,a8):-0.74.
att(a8,a9):-0.84.
att(a8,a10):-0.61.
att(a8,a19):-0.47.
att(a8,a25):-0.59.
att(a8,a26):-0.87.
att(a8,a29):-0.66.
att(a8,a43):-0.72.
att(a1,a6):-0.7.
att(a1,a14):-0.26.
att(a1,a21):-0.39.
att(a1,a23):-0.85.
att(a1,a24):-0.36.
att(a6,a21):-0.67.
att(a6,a38):-0.84.
att(a14,a21):-0.28.
att(a14,a33):-0.2.
att(a14,a45):-0.54.
att(a21,a32):-0.2.
att(a21,a40):-0.31.
att(a23,a42):-0.64.
att(a23,a45):-0.3.
att(a24,a25):-0.76.
att(a24,a40):-0.41.
att(a24,a46):-0.28.
att(a2,a20):-1.0.
att(a2,a22):-0.35.
att(a2,a24):-0.46.
att(a20,a34):-0.38.
att(a20,a39):-0.46.
att(a20,a48):-0.42.
att(a22,a24):-0.67.
att(a3,a14):-0.19.
att(a3,a29):-0.73.
att(a3,a39):-0.97.
att(a3,a42):-0.12.
att(a3,a46):-0.99.
att(a29,a40):-0.62.
att(a39,a47):-0.27.
att(a4,a24):-0.88.
att(a4,a25):-0.52.
att(a4,a34):-0.13.
att(a4,a37):-0.7.
att(a25,a48):-0.68.
att(a34,a47):-0.32.
att(a34,a48):-0.89.
att(a5,a12):-0.6.
att(a5,a20):-0.79.
att(a5,a24):-0.53.
att(a5,a40):-0.66.
att(a5,a45):-0.43.
att(a12,a14):-0.33.
att(a12,a48):-0.36.
att(a38,a43):-0.69.
att(a7,a10):-0.88.
att(a7,a15):-0.67.
att(a7,a17):-0.12.
att(a7,a24):-0.5.
att(a7,a30):-0.92.
att(a7,a42):-0.48.
att(a7,a43):-0.12.
att(a7,a45):-0.75.
att(a10,a17):-0.67.
att(a10,a23):-0.27.
att(a15,a24):-0.47.
att(a17,a27):-0.73.
att(a30,a31):-0.32.
att(a9,a27):-0.92.
att(a9,a37):-0.17.
att(a19,a36):-0.16.

# number of nodes = 48
# number of edges = 70
