arg(a0).
arg(a5).
arg(a1).
arg(a8).
arg(a20).
arg(a24).
arg(a2).
arg(a4).
arg(a11).
arg(a33).
arg(a34).
arg(a38).
arg(a46).
arg(a3).
arg(a12).
arg(a45).
arg(a49).
arg(a15).
arg(a25).
arg(a26).
arg(a7).
arg(a32).
arg(a40).
arg(a6).
arg(a29).
arg(a30).
arg(a39).
arg(a9).
arg(a10).
arg(a31).
arg(a13).
arg(a27).
arg(a35).
arg(a17).
arg(a41).
arg(a14).
arg(a18).
arg(a36).
arg(a16).
arg(a19).
arg(a37).
arg(a43).
arg(a42).
arg(a48).
arg(a21).
arg(a22).
arg(a44).
arg(a23).
arg(a28).

att(a0,a5):-0.52.
att(a5,a7):-0.28.
att(a5,a20):-0.29.
att(a5,a24):-0.18.
att(a5,a32):-0.95.
att(a5,a40):-0.66.
att(a5,a49):-0.17.
att(a1,a8):-0.15.
att(a1,a20):-0.15.
att(a1,a24):-0.68.
att(a8,a29):-0.32.
att(a8,a34):-0.85.
att(a8,a39):-0.58.
att(a8,a49):-0.47.
att(a20,a21):-1.0.
att(a20,a26):-0.15.
att(a20,a35):-0.17.
att(a24,a40):-0.17.
att(a24,a41):-0.38.
att(a2,a4):-0.98.
att(a2,a11):-0.77.
att(a2,a33):-0.18.
att(a2,a34):-0.35.
att(a2,a38):-0.79.
att(a2,a46):-0.34.
att(a4,a8):-0.98.
att(a4,a15):-0.69.
att(a4,a25):-0.6.
att(a4,a26):-0.27.
att(a4,a38):-0.87.
att(a11,a13):-0.49.
att(a11,a20):-0.13.
att(a11,a27):-0.46.
att(a11,a35):-0.59.
att(a11,a39):-0.13.
att(a33,a42):-0.49.
att(a33,a48):-0.1.
att(a34,a38):-0.6.
att(a34,a42):-0.2.
att(a34,a43):-0.79.
att(a38,a39):-0.98.
att(a38,a43):-0.79.
att(a38,a48):-0.54.
att(a46,a49):-0.57.
att(a3,a12):-0.49.
att(a3,a45):-0.19.
att(a3,a46):-0.73.
att(a3,a49):-0.82.
att(a12,a17):-0.45.
att(a12,a30):-0.62.
att(a12,a45):-0.64.
att(a15,a18):-0.26.
att(a15,a25):-0.7.
att(a15,a36):-0.23.
att(a15,a41):-0.25.
att(a15,a46):-0.64.
att(a25,a29):-0.83.
att(a25,a38):-0.39.
att(a25,a45):-0.26.
att(a25,a48):-0.1.
att(a26,a39):-0.93.
att(a32,a34):-0.45.
att(a32,a44):-0.27.
att(a32,a49):-0.33.
att(a40,a46):-0.1.
att(a6,a11):-0.26.
att(a6,a29):-0.92.
att(a6,a30):-0.42.
att(a30,a42):-0.57.
att(a30,a46):-0.4.

# number of nodes = 49
# number of edges = 70
