arg(a0).
arg(a26).
arg(a1).
arg(a13).
arg(a19).
arg(a22).
arg(a34).
arg(a35).
arg(a49).
arg(a2).
arg(a5).
arg(a8).
arg(a16).
arg(a21).
arg(a27).
arg(a32).
arg(a37).
arg(a47).
arg(a3).
arg(a18).
arg(a30).
arg(a36).
arg(a38).
arg(a43).
arg(a4).
arg(a42).
arg(a14).
arg(a44).
arg(a6).
arg(a7).
arg(a11).
arg(a40).
arg(a46).
arg(a10).
arg(a39).
arg(a15).
arg(a29).
arg(a9).
arg(a25).
arg(a48).
arg(a12).
arg(a23).
arg(a24).
arg(a33).
arg(a17).
arg(a20).
arg(a31).
arg(a28).
arg(a45).

att(a0,a26):-0.31.
att(a26,a29):-0.68.
att(a1,a13):-0.38.
att(a1,a19):-0.51.
att(a1,a22):-0.33.
att(a1,a34):-0.31.
att(a1,a35):-0.84.
att(a1,a49):-0.4.
att(a13,a18):-0.22.
att(a13,a22):-0.8.
att(a13,a23):-0.98.
att(a13,a27):-0.16.
att(a13,a39):-0.57.
att(a19,a23):-0.72.
att(a22,a27):-0.73.
att(a22,a28):-0.36.
att(a22,a37):-0.88.
att(a22,a43):-0.55.
att(a34,a43):-0.55.
att(a34,a49):-0.56.
att(a35,a49):-0.53.
att(a2,a5):-0.13.
att(a2,a8):-0.4.
att(a2,a16):-0.85.
att(a2,a21):-0.69.
att(a2,a27):-0.74.
att(a2,a32):-0.84.
att(a2,a34):-0.96.
att(a2,a37):-0.46.
att(a2,a47):-0.35.
att(a5,a14):-0.19.
att(a5,a27):-0.33.
att(a5,a38):-0.15.
att(a5,a43):-0.76.
att(a5,a44):-1.0.
att(a8,a11):-0.27.
att(a8,a13):-0.5.
att(a8,a15):-0.96.
att(a8,a19):-0.99.
att(a8,a21):-0.64.
att(a8,a29):-0.99.
att(a8,a34):-0.83.
att(a16,a24):-0.38.
att(a21,a48):-0.5.
att(a27,a28):-0.14.
att(a3,a8):-0.32.
att(a3,a18):-0.79.
att(a3,a27):-0.57.
att(a3,a30):-0.8.
att(a3,a36):-0.84.
att(a3,a38):-0.46.
att(a3,a43):-0.88.
att(a18,a23):-0.84.
att(a18,a30):-0.66.
att(a18,a47):-0.35.
att(a30,a48):-0.91.
att(a36,a49):-0.37.
att(a38,a40):-0.56.
att(a38,a48):-0.5.
att(a43,a47):-0.84.
att(a4,a13):-0.25.
att(a4,a22):-0.85.
att(a4,a32):-0.13.
att(a4,a42):-0.98.
att(a4,a49):-0.96.
att(a14,a26):-0.96.
att(a14,a36):-0.23.
att(a14,a38):-0.13.
att(a44,a45):-0.35.
att(a6,a7):-0.36.

# number of nodes = 49
# number of edges = 70
