arg(a0).
arg(a2).
arg(a1).
arg(a14).
arg(a15).
arg(a27).
arg(a37).
arg(a38).
arg(a47).
arg(a7).
arg(a12).
arg(a29).
arg(a46).
arg(a48).
arg(a49).
arg(a3).
arg(a8).
arg(a10).
arg(a17).
arg(a44).
arg(a4).
arg(a6).
arg(a9).
arg(a23).
arg(a36).
arg(a5).
arg(a19).
arg(a28).
arg(a35).
arg(a18).
arg(a26).
arg(a31).
arg(a22).
arg(a42).
arg(a43).
arg(a20).
arg(a34).
arg(a39).
arg(a41).
arg(a16).
arg(a30).
arg(a11).
arg(a13).
arg(a40).
arg(a24).
arg(a33).
arg(a45).
arg(a21).
arg(a25).
arg(a32).

att(a0,a2):-0.89.
att(a2,a7):-0.2.
att(a2,a12):-0.66.
att(a2,a29):-0.29.
att(a2,a46):-0.42.
att(a2,a48):-0.69.
att(a2,a49):-0.6.
att(a1,a14):-0.39.
att(a1,a15):-0.88.
att(a1,a27):-0.41.
att(a1,a37):-0.96.
att(a1,a38):-0.47.
att(a1,a47):-0.58.
att(a14,a24):-0.97.
att(a14,a28):-0.68.
att(a14,a30):-0.26.
att(a14,a43):-0.69.
att(a15,a23):-0.51.
att(a15,a33):-0.85.
att(a15,a45):-0.59.
att(a15,a48):-0.58.
att(a15,a49):-1.0.
att(a27,a38):-0.25.
att(a27,a40):-0.17.
att(a27,a44):-0.88.
att(a37,a44):-0.63.
att(a38,a46):-0.4.
att(a47,a49):-0.28.
att(a7,a18):-0.12.
att(a7,a22):-0.79.
att(a7,a31):-0.8.
att(a7,a37):-0.98.
att(a7,a42):-0.36.
att(a7,a43):-0.43.
att(a12,a40):-0.93.
att(a12,a44):-0.71.
att(a12,a49):-0.53.
att(a29,a30):-0.38.
att(a29,a34):-0.94.
att(a29,a41):-0.31.
att(a29,a47):-0.11.
att(a3,a8):-0.7.
att(a3,a10):-0.59.
att(a3,a15):-0.63.
att(a3,a17):-0.5.
att(a3,a27):-0.71.
att(a3,a38):-0.46.
att(a3,a44):-0.92.
att(a8,a20):-0.62.
att(a8,a34):-0.48.
att(a8,a43):-0.72.
att(a10,a12):-0.35.
att(a10,a15):-0.5.
att(a10,a16):-0.94.
att(a10,a23):-0.29.
att(a10,a30):-0.32.
att(a10,a43):-0.11.
att(a17,a19):-0.6.
att(a17,a26):-0.88.
att(a17,a29):-0.23.
att(a17,a31):-0.34.
att(a17,a36):-0.18.
att(a17,a45):-0.35.
att(a4,a6):-0.47.
att(a4,a7):-0.43.
att(a4,a9):-0.53.
att(a4,a17):-0.87.
att(a4,a23):-0.45.
att(a4,a36):-0.94.
att(a6,a9):-0.17.

# number of nodes = 50
# number of edges = 70
