arg(a0).
arg(a47).
arg(a1).
arg(a17).
arg(a20).
arg(a37).
arg(a2).
arg(a7).
arg(a27).
arg(a3).
arg(a4).
arg(a10).
arg(a30).
arg(a12).
arg(a18).
arg(a23).
arg(a32).
arg(a5).
arg(a6).
arg(a11).
arg(a21).
arg(a26).
arg(a40).
arg(a28).
arg(a34).
arg(a43).
arg(a45).
arg(a8).
arg(a39).
arg(a9).
arg(a15).
arg(a19).
arg(a41).
arg(a44).
arg(a16).
arg(a33).
arg(a14).
arg(a22).
arg(a13).
arg(a36).
arg(a46).
arg(a48).
arg(a25).
arg(a31).
arg(a49).
arg(a24).
arg(a38).
arg(a29).
arg(a42).

att(a0,a47):-0.13.
att(a47,a48):-0.86.
att(a1,a17):-0.42.
att(a1,a20):-0.22.
att(a1,a37):-0.85.
att(a17,a25):-0.18.
att(a17,a33):-0.32.
att(a20,a23):-0.25.
att(a20,a34):-0.7.
att(a20,a41):-0.64.
att(a20,a45):-0.24.
att(a37,a47):-0.43.
att(a2,a7):-0.27.
att(a2,a27):-0.17.
att(a7,a17):-0.79.
att(a7,a18):-0.74.
att(a7,a40):-0.35.
att(a7,a45):-0.96.
att(a27,a34):-0.86.
att(a27,a37):-0.12.
att(a27,a48):-0.22.
att(a3,a4):-0.16.
att(a3,a10):-0.86.
att(a3,a17):-0.31.
att(a3,a27):-0.64.
att(a3,a30):-0.55.
att(a4,a12):-0.78.
att(a4,a18):-0.35.
att(a4,a23):-0.29.
att(a4,a32):-0.62.
att(a10,a26):-0.88.
att(a10,a27):-0.54.
att(a10,a45):-0.6.
att(a30,a36):-0.9.
att(a30,a49):-0.17.
att(a12,a14):-0.46.
att(a12,a22):-0.34.
att(a12,a37):-0.56.
att(a18,a23):-0.16.
att(a18,a39):-0.12.
att(a18,a46):-0.61.
att(a23,a33):-0.78.
att(a23,a37):-0.27.
att(a23,a45):-0.59.
att(a32,a45):-0.71.
att(a32,a46):-0.42.
att(a5,a6):-0.95.
att(a5,a11):-0.15.
att(a5,a21):-0.38.
att(a5,a26):-0.9.
att(a5,a27):-0.38.
att(a5,a40):-0.81.
att(a6,a28):-0.7.
att(a6,a34):-0.94.
att(a6,a43):-0.76.
att(a11,a16):-0.13.
att(a11,a23):-0.37.
att(a11,a33):-0.28.
att(a11,a40):-0.6.
att(a11,a44):-0.6.
att(a21,a31):-0.59.
att(a21,a33):-0.16.
att(a21,a49):-0.95.
att(a26,a38):-0.62.
att(a28,a37):-0.2.
att(a28,a45):-0.78.
att(a43,a45):-0.36.
att(a43,a49):-0.67.
att(a8,a34):-0.41.
att(a8,a39):-0.55.

# number of nodes = 49
# number of edges = 70
