arg(a0).
arg(a23).
arg(a1).
arg(a2).
arg(a5).
arg(a9).
arg(a16).
arg(a22).
arg(a6).
arg(a8).
arg(a11).
arg(a3).
arg(a13).
arg(a24).
arg(a4).
arg(a17).
arg(a18).
arg(a10).
arg(a15).
arg(a20).
arg(a21).
arg(a7).
arg(a14).
arg(a19).
arg(a12).

att(a0,a23):-0.21.
att(a1,a2):-0.79.
att(a1,a5):-0.29.
att(a1,a9):-0.97.
att(a1,a16):-0.3.
att(a1,a22):-0.58.
att(a2,a6):-0.86.
att(a2,a8):-0.64.
att(a2,a11):-0.84.
att(a5,a9):-0.58.
att(a5,a10):-0.9.
att(a5,a22):-0.19.
att(a9,a13):-0.95.
att(a9,a24):-0.32.
att(a16,a22):-0.22.
att(a6,a15):-0.14.
att(a6,a20):-0.44.
att(a6,a21):-0.66.
att(a8,a13):-0.71.
att(a8,a14):-0.48.
att(a11,a22):-0.97.
att(a11,a24):-0.3.
att(a3,a13):-0.17.
att(a3,a24):-0.89.
att(a13,a24):-0.67.
att(a4,a8):-0.85.
att(a4,a9):-0.33.
att(a4,a17):-0.65.
att(a4,a18):-0.46.
att(a17,a21):-0.75.
att(a18,a22):-0.26.
att(a10,a15):-0.27.
att(a10,a17):-0.1.
att(a10,a19):-0.36.
att(a10,a22):-0.39.
att(a7,a8):-0.33.
att(a7,a16):-0.42.
att(a19,a21):-0.89.
att(a19,a23):-0.52.
att(a12,a20):-0.37.

# number of nodes = 25
# number of edges = 40
