arg(a0).
arg(a40).
arg(a1).
arg(a4).
arg(a9).
arg(a17).
arg(a29).
arg(a44).
arg(a2).
arg(a14).
arg(a32).
arg(a49).
arg(a3).
arg(a5).
arg(a12).
arg(a15).
arg(a26).
arg(a7).
arg(a19).
arg(a21).
arg(a33).
arg(a35).
arg(a42).
arg(a6).
arg(a10).
arg(a11).
arg(a30).
arg(a45).
arg(a46).
arg(a48).
arg(a28).
arg(a36).
arg(a8).
arg(a18).
arg(a23).
arg(a38).
arg(a16).
arg(a22).
arg(a39).
arg(a13).
arg(a27).
arg(a34).
arg(a24).
arg(a25).
arg(a43).
arg(a47).
arg(a20).
arg(a37).
arg(a31).
arg(a41).

att(a0,a40):-0.81.
att(a1,a4):-0.77.
att(a1,a9):-0.38.
att(a1,a17):-0.34.
att(a1,a29):-0.76.
att(a1,a44):-0.61.
att(a4,a5):-0.11.
att(a4,a7):-0.59.
att(a4,a17):-0.28.
att(a4,a19):-0.54.
att(a4,a21):-0.1.
att(a9,a23):-0.42.
att(a9,a30):-0.66.
att(a9,a38):-0.42.
att(a9,a45):-0.56.
att(a17,a24):-0.47.
att(a17,a25):-0.61.
att(a17,a26):-0.7.
att(a17,a28):-0.49.
att(a17,a30):-0.77.
att(a17,a38):-0.88.
att(a17,a43):-0.74.
att(a17,a47):-0.51.
att(a17,a48):-0.82.
att(a17,a49):-0.89.
att(a29,a44):-0.59.
att(a29,a46):-0.5.
att(a2,a14):-0.81.
att(a2,a32):-0.67.
att(a2,a49):-0.16.
att(a14,a21):-0.16.
att(a14,a28):-0.69.
att(a32,a33):-0.69.
att(a32,a44):-0.88.
att(a3,a5):-0.7.
att(a3,a12):-0.4.
att(a3,a15):-0.78.
att(a3,a17):-0.6.
att(a3,a26):-0.48.
att(a3,a44):-0.95.
att(a5,a33):-0.98.
att(a5,a35):-0.28.
att(a5,a42):-0.32.
att(a12,a23):-0.18.
att(a12,a33):-0.29.
att(a12,a48):-0.47.
att(a12,a49):-0.87.
att(a15,a27):-0.7.
att(a7,a28):-0.43.
att(a7,a36):-0.57.
att(a19,a23):-0.9.
att(a19,a29):-0.28.
att(a21,a32):-0.18.
att(a21,a36):-0.25.
att(a21,a37):-0.9.
att(a21,a45):-1.0.
att(a33,a42):-0.42.
att(a33,a47):-0.83.
att(a35,a40):-0.62.
att(a6,a10):-0.88.
att(a6,a11):-0.84.
att(a6,a30):-0.58.
att(a6,a45):-0.13.
att(a6,a46):-0.64.
att(a6,a48):-0.32.
att(a10,a14):-0.31.
att(a10,a15):-0.35.
att(a10,a16):-0.6.
att(a10,a23):-0.49.
att(a10,a35):-0.84.
att(a10,a44):-0.88.
att(a10,a49):-0.2.
att(a11,a14):-0.11.
att(a11,a18):-0.6.
att(a11,a19):-1.0.

# number of nodes = 50
# number of edges = 75
