arg(a0).
arg(a41).
arg(a1).
arg(a12).
arg(a15).
arg(a31).
arg(a35).
arg(a2).
arg(a38).
arg(a44).
arg(a47).
arg(a49).
arg(a3).
arg(a7).
arg(a11).
arg(a22).
arg(a43).
arg(a4).
arg(a19).
arg(a5).
arg(a6).
arg(a16).
arg(a23).
arg(a48).
arg(a20).
arg(a25).
arg(a8).
arg(a13).
arg(a33).
arg(a40).
arg(a9).
arg(a10).
arg(a29).
arg(a26).
arg(a30).
arg(a36).
arg(a32).
arg(a37).
arg(a46).
arg(a14).
arg(a27).
arg(a17).
arg(a21).
arg(a18).
arg(a45).
arg(a42).
arg(a24).
arg(a39).
arg(a34).
arg(a28).

att(a0,a41):-0.54.
att(a41,a42):-0.42.
att(a41,a47):-0.44.
att(a41,a49):-0.56.
att(a1,a12):-0.5.
att(a1,a15):-0.53.
att(a1,a31):-0.35.
att(a1,a35):-0.93.
att(a12,a30):-0.46.
att(a12,a36):-0.44.
att(a12,a41):-0.48.
att(a15,a23):-0.23.
att(a15,a31):-0.53.
att(a15,a41):-0.95.
att(a31,a35):-0.87.
att(a31,a36):-0.19.
att(a35,a39):-0.75.
att(a2,a12):-0.54.
att(a2,a38):-0.34.
att(a2,a44):-0.79.
att(a2,a47):-0.39.
att(a2,a49):-0.41.
att(a44,a49):-0.58.
att(a3,a7):-0.97.
att(a3,a11):-0.68.
att(a3,a22):-0.28.
att(a3,a43):-0.43.
att(a3,a44):-0.68.
att(a7,a8):-0.39.
att(a7,a13):-0.81.
att(a7,a33):-0.64.
att(a7,a38):-0.51.
att(a7,a40):-0.9.
att(a11,a15):-0.25.
att(a11,a26):-0.39.
att(a11,a43):-0.75.
att(a22,a38):-0.18.
att(a22,a42):-0.38.
att(a4,a7):-0.42.
att(a4,a12):-0.88.
att(a4,a19):-0.88.
att(a4,a49):-0.95.
att(a19,a32):-0.77.
att(a19,a45):-0.75.
att(a5,a6):-0.86.
att(a5,a7):-0.45.
att(a5,a16):-0.61.
att(a5,a23):-0.83.
att(a5,a35):-0.86.
att(a5,a48):-0.66.
att(a6,a7):-0.87.
att(a6,a20):-0.96.
att(a6,a25):-0.29.
att(a6,a41):-0.77.
att(a6,a47):-0.44.
att(a16,a17):-0.4.
att(a16,a47):-0.32.
att(a16,a49):-0.73.
att(a23,a31):-0.95.
att(a20,a23):-0.3.
att(a20,a44):-0.26.
att(a25,a32):-0.74.
att(a25,a33):-0.11.
att(a8,a25):-0.29.
att(a13,a16):-0.69.
att(a13,a22):-0.98.
att(a13,a32):-0.2.
att(a13,a37):-0.39.
att(a13,a44):-0.89.
att(a13,a46):-0.3.
att(a33,a45):-0.6.
att(a9,a10):-0.62.
att(a9,a29):-0.67.
att(a10,a22):-0.3.
att(a10,a41):-0.74.

# number of nodes = 50
# number of edges = 75
