arg(a0).
arg(a8).
arg(a1).
arg(a21).
arg(a27).
arg(a43).
arg(a2).
arg(a41).
arg(a44).
arg(a3).
arg(a26).
arg(a4).
arg(a42).
arg(a5).
arg(a18).
arg(a6).
arg(a14).
arg(a35).
arg(a48).
arg(a7).
arg(a19).
arg(a28).
arg(a34).
arg(a46).
arg(a12).
arg(a15).
arg(a9).
arg(a10).
arg(a24).
arg(a38).
arg(a39).
arg(a33).
arg(a11).
arg(a16).
arg(a20).
arg(a45).
arg(a47).
arg(a13).
arg(a22).
arg(a36).
arg(a17).
arg(a29).
arg(a32).
arg(a40).
arg(a49).
arg(a30).
arg(a23).
arg(a31).

att(a0,a8):-0.3.
att(a8,a12):-0.94.
att(a8,a15):-0.31.
att(a8,a42):-0.88.
att(a8,a43):-0.38.
att(a1,a21):-0.47.
att(a1,a27):-0.53.
att(a1,a43):-0.47.
att(a21,a27):-0.41.
att(a27,a28):-1.0.
att(a43,a45):-0.51.
att(a2,a27):-0.35.
att(a2,a41):-0.89.
att(a2,a44):-0.17.
att(a41,a46):-0.2.
att(a44,a46):-0.29.
att(a3,a26):-0.62.
att(a26,a32):-0.59.
att(a26,a47):-0.32.
att(a4,a42):-0.8.
att(a5,a18):-0.49.
att(a5,a42):-0.89.
att(a18,a44):-0.38.
att(a18,a48):-0.28.
att(a18,a49):-0.34.
att(a6,a14):-0.96.
att(a6,a35):-0.59.
att(a6,a41):-0.86.
att(a6,a44):-0.77.
att(a6,a48):-0.15.
att(a14,a17):-0.83.
att(a14,a29):-0.5.
att(a14,a32):-0.7.
att(a14,a40):-0.31.
att(a35,a45):-0.9.
att(a35,a48):-0.68.
att(a7,a19):-0.39.
att(a7,a28):-0.89.
att(a7,a34):-0.95.
att(a7,a41):-0.81.
att(a7,a46):-0.58.
att(a19,a21):-0.53.
att(a19,a24):-0.42.
att(a19,a30):-0.93.
att(a19,a34):-0.97.
att(a19,a35):-0.62.
att(a28,a36):-0.15.
att(a28,a39):-0.27.
att(a28,a46):-0.32.
att(a34,a35):-0.23.
att(a34,a41):-0.32.
att(a12,a46):-0.11.
att(a9,a10):-0.78.
att(a9,a15):-0.8.
att(a9,a21):-0.49.
att(a9,a24):-0.23.
att(a9,a38):-1.0.
att(a9,a39):-0.44.
att(a9,a44):-0.37.
att(a9,a46):-0.92.
att(a9,a48):-0.37.
att(a10,a33):-0.71.
att(a10,a42):-0.7.
att(a10,a46):-0.82.
att(a38,a39):-0.5.
att(a38,a47):-0.22.
att(a39,a44):-0.98.
att(a39,a48):-0.46.
att(a33,a34):-0.73.
att(a11,a15):-0.3.

# number of nodes = 48
# number of edges = 70
