arg(a0).
arg(a11).
arg(a1).
arg(a2).
arg(a40).
arg(a46).
arg(a18).
arg(a30).
arg(a44).
arg(a48).
arg(a3).
arg(a4).
arg(a9).
arg(a10).
arg(a12).
arg(a21).
arg(a26).
arg(a36).
arg(a5).
arg(a20).
arg(a24).
arg(a39).
arg(a6).
arg(a41).
arg(a7).
arg(a29).
arg(a8).
arg(a49).
arg(a32).
arg(a17).
arg(a19).
arg(a43).
arg(a15).
arg(a45).
arg(a34).
arg(a42).
arg(a13).
arg(a38).
arg(a14).
arg(a31).
arg(a16).
arg(a23).
arg(a35).
arg(a22).
arg(a28).
arg(a27).
arg(a47).
arg(a25).
arg(a33).
arg(a37).

att(a0,a11):-0.52.
att(a11,a15):-0.63.
att(a11,a17):-0.37.
att(a11,a18):-0.25.
att(a11,a45):-0.68.
att(a11,a49):-0.9.
att(a1,a2):-0.61.
att(a1,a40):-0.99.
att(a1,a46):-0.47.
att(a2,a18):-0.6.
att(a2,a30):-0.99.
att(a2,a40):-0.58.
att(a2,a44):-0.68.
att(a2,a48):-0.88.
att(a40,a47):-0.54.
att(a18,a34):-0.11.
att(a18,a35):-0.28.
att(a18,a36):-0.31.
att(a18,a39):-0.82.
att(a18,a43):-0.64.
att(a30,a43):-0.9.
att(a30,a44):-0.75.
att(a3,a46):-0.35.
att(a4,a9):-0.74.
att(a4,a10):-0.5.
att(a4,a12):-0.11.
att(a4,a21):-0.92.
att(a4,a26):-0.49.
att(a4,a36):-0.51.
att(a4,a46):-0.27.
att(a9,a21):-0.98.
att(a9,a30):-0.5.
att(a9,a32):-0.66.
att(a10,a12):-0.3.
att(a10,a17):-0.17.
att(a10,a18):-0.45.
att(a10,a19):-0.47.
att(a10,a43):-0.24.
att(a12,a21):-0.26.
att(a12,a34):-0.55.
att(a12,a40):-0.29.
att(a12,a42):-0.54.
att(a21,a41):-0.17.
att(a26,a31):-0.46.
att(a26,a33):-0.37.
att(a26,a36):-0.55.
att(a26,a39):-0.7.
att(a26,a44):-0.76.
att(a36,a37):-0.33.
att(a36,a42):-0.79.
att(a5,a20):-0.99.
att(a5,a24):-0.77.
att(a5,a39):-0.49.
att(a5,a46):-0.24.
att(a20,a30):-0.22.
att(a20,a32):-0.7.
att(a24,a27):-0.5.
att(a24,a28):-0.38.
att(a24,a32):-0.54.
att(a24,a47):-0.82.
att(a39,a41):-0.55.
att(a39,a45):-0.89.
att(a6,a18):-0.35.
att(a6,a36):-0.43.
att(a6,a41):-0.15.
att(a41,a47):-0.92.
att(a7,a29):-0.8.
att(a7,a30):-0.5.
att(a7,a46):-0.26.
att(a29,a48):-0.13.

# number of nodes = 50
# number of edges = 70
