arg(a0).
arg(a44).
arg(a1).
arg(a17).
arg(a20).
arg(a23).
arg(a26).
arg(a42).
arg(a2).
arg(a4).
arg(a18).
arg(a21).
arg(a22).
arg(a32).
arg(a39).
arg(a3).
arg(a13).
arg(a43).
arg(a9).
arg(a25).
arg(a28).
arg(a45).
arg(a5).
arg(a24).
arg(a27).
arg(a30).
arg(a7).
arg(a12).
arg(a40).
arg(a8).
arg(a10).
arg(a15).
arg(a19).
arg(a29).
arg(a41).
arg(a47).
arg(a11).
arg(a48).
arg(a34).
arg(a33).
arg(a14).
arg(a16).
arg(a49).
arg(a35).
arg(a37).
arg(a31).
arg(a38).
arg(a36).

att(a0,a44):-0.38.
att(a44,a45):-0.82.
att(a1,a17):-0.82.
att(a1,a20):-0.22.
att(a1,a23):-0.47.
att(a1,a26):-0.87.
att(a1,a42):-0.13.
att(a17,a29):-1.0.
att(a17,a40):-0.33.
att(a20,a23):-0.57.
att(a20,a41):-0.67.
att(a20,a48):-0.26.
att(a23,a35):-0.1.
att(a23,a37):-0.25.
att(a26,a28):-0.46.
att(a26,a38):-0.95.
att(a26,a41):-0.94.
att(a26,a47):-0.87.
att(a2,a4):-0.23.
att(a2,a18):-0.46.
att(a2,a21):-0.3.
att(a2,a22):-0.52.
att(a2,a23):-0.74.
att(a2,a32):-0.68.
att(a2,a39):-0.56.
att(a4,a9):-0.62.
att(a4,a18):-0.73.
att(a4,a25):-0.55.
att(a4,a28):-0.84.
att(a4,a45):-0.6.
att(a18,a21):-0.5.
att(a18,a25):-0.61.
att(a18,a42):-0.41.
att(a18,a49):-0.41.
att(a21,a28):-0.18.
att(a21,a39):-0.62.
att(a21,a48):-0.32.
att(a22,a27):-0.75.
att(a22,a30):-0.45.
att(a22,a32):-0.7.
att(a22,a49):-0.79.
att(a3,a13):-0.81.
att(a3,a43):-0.55.
att(a13,a14):-0.34.
att(a13,a25):-0.41.
att(a13,a29):-0.21.
att(a43,a45):-0.76.
att(a9,a15):-0.54.
att(a9,a19):-0.52.
att(a9,a29):-0.31.
att(a9,a41):-0.91.
att(a9,a47):-0.59.
att(a25,a38):-0.65.
att(a25,a40):-0.51.
att(a28,a29):-0.41.
att(a28,a35):-1.0.
att(a28,a41):-0.11.
att(a5,a24):-0.96.
att(a5,a27):-0.22.
att(a5,a30):-0.79.
att(a24,a31):-0.23.
att(a24,a33):-0.26.
att(a24,a44):-0.85.
att(a30,a31):-0.85.
att(a30,a33):-0.58.
att(a30,a36):-0.28.
att(a7,a12):-0.57.
att(a7,a40):-0.91.
att(a12,a22):-0.84.
att(a12,a33):-0.42.

# number of nodes = 48
# number of edges = 70
