arg(a0).
arg(a39).
arg(a1).
arg(a18).
arg(a29).
arg(a31).
arg(a44).
arg(a49).
arg(a2).
arg(a6).
arg(a37).
arg(a40).
arg(a47).
arg(a48).
arg(a3).
arg(a4).
arg(a10).
arg(a11).
arg(a25).
arg(a41).
arg(a5).
arg(a9).
arg(a12).
arg(a14).
arg(a22).
arg(a43).
arg(a8).
arg(a20).
arg(a7).
arg(a23).
arg(a34).
arg(a19).
arg(a26).
arg(a13).
arg(a46).
arg(a38).
arg(a42).
arg(a24).
arg(a28).
arg(a17).
arg(a35).
arg(a15).
arg(a16).
arg(a30).
arg(a33).
arg(a21).
arg(a32).
arg(a27).
arg(a45).
arg(a36).

att(a0,a39):-0.2.
att(a1,a18):-0.59.
att(a1,a29):-0.82.
att(a1,a31):-0.82.
att(a1,a44):-0.94.
att(a1,a49):-0.34.
att(a18,a28):-0.83.
att(a29,a34):-0.26.
att(a29,a47):-0.77.
att(a29,a49):-0.29.
att(a31,a38):-0.18.
att(a31,a49):-0.83.
att(a44,a48):-0.9.
att(a2,a6):-0.98.
att(a2,a31):-0.21.
att(a2,a37):-0.19.
att(a2,a40):-0.61.
att(a2,a47):-0.17.
att(a2,a48):-0.19.
att(a6,a8):-0.74.
att(a6,a9):-0.99.
att(a6,a20):-0.33.
att(a6,a22):-0.84.
att(a6,a29):-0.72.
att(a6,a37):-0.37.
att(a37,a42):-0.45.
att(a37,a43):-0.17.
att(a40,a43):-0.48.
att(a40,a45):-0.87.
att(a3,a39):-0.56.
att(a4,a10):-0.97.
att(a4,a11):-0.89.
att(a4,a25):-0.93.
att(a4,a31):-0.18.
att(a4,a41):-0.5.
att(a10,a13):-0.68.
att(a10,a46):-0.42.
att(a11,a37):-0.61.
att(a11,a38):-0.46.
att(a11,a40):-0.98.
att(a11,a42):-0.17.
att(a11,a47):-0.38.
att(a11,a49):-0.97.
att(a25,a31):-0.39.
att(a25,a45):-0.88.
att(a41,a47):-0.25.
att(a5,a6):-0.82.
att(a5,a9):-0.53.
att(a5,a12):-0.43.
att(a5,a14):-0.97.
att(a5,a22):-0.7.
att(a5,a43):-0.16.
att(a5,a47):-0.26.
att(a9,a19):-0.17.
att(a9,a20):-0.63.
att(a9,a22):-0.7.
att(a9,a26):-0.28.
att(a12,a24):-0.38.
att(a12,a28):-0.3.
att(a12,a44):-0.76.
att(a14,a19):-0.34.
att(a14,a23):-0.18.
att(a22,a26):-0.64.
att(a22,a37):-0.4.
att(a22,a48):-0.62.
att(a8,a23):-0.16.
att(a8,a34):-0.57.
att(a20,a42):-0.77.
att(a7,a10):-0.63.
att(a7,a48):-0.9.

# number of nodes = 50
# number of edges = 70
