arg(a0).
arg(a48).
arg(a1).
arg(a20).
arg(a33).
arg(a49).
arg(a3).
arg(a5).
arg(a10).
arg(a38).
arg(a4).
arg(a19).
arg(a40).
arg(a17).
arg(a22).
arg(a30).
arg(a35).
arg(a36).
arg(a41).
arg(a6).
arg(a15).
arg(a16).
arg(a25).
arg(a31).
arg(a45).
arg(a7).
arg(a8).
arg(a18).
arg(a9).
arg(a11).
arg(a26).
arg(a37).
arg(a44).
arg(a34).
arg(a21).
arg(a24).
arg(a12).
arg(a42).
arg(a13).
arg(a14).
arg(a39).
arg(a47).
arg(a29).
arg(a28).
arg(a46).
arg(a23).
arg(a32).
arg(a27).
arg(a43).

att(a0,a48):-0.36.
att(a1,a20):-0.29.
att(a1,a33):-0.44.
att(a1,a49):-0.3.
att(a20,a24):-0.34.
att(a20,a33):-0.89.
att(a20,a36):-0.13.
att(a33,a37):-0.76.
att(a3,a5):-1.0.
att(a3,a10):-0.6.
att(a3,a38):-0.18.
att(a5,a17):-0.69.
att(a5,a22):-0.47.
att(a5,a30):-0.64.
att(a5,a35):-0.56.
att(a5,a36):-0.2.
att(a5,a41):-0.67.
att(a5,a48):-0.53.
att(a10,a15):-0.33.
att(a10,a33):-0.95.
att(a10,a34):-0.49.
att(a10,a45):-0.38.
att(a38,a42):-0.32.
att(a38,a44):-0.35.
att(a38,a47):-0.36.
att(a4,a19):-0.97.
att(a4,a40):-0.47.
att(a4,a48):-0.98.
att(a19,a22):-0.35.
att(a19,a26):-0.97.
att(a19,a38):-0.55.
att(a19,a49):-0.67.
att(a40,a46):-0.73.
att(a17,a28):-0.75.
att(a17,a39):-0.52.
att(a17,a42):-0.5.
att(a22,a23):-0.2.
att(a22,a32):-0.16.
att(a22,a38):-0.92.
att(a22,a46):-0.59.
att(a22,a48):-0.87.
att(a30,a41):-0.56.
att(a30,a44):-0.35.
att(a30,a46):-0.28.
att(a35,a40):-0.52.
att(a35,a44):-0.17.
att(a35,a45):-0.88.
att(a41,a46):-0.65.
att(a41,a49):-0.27.
att(a6,a15):-0.31.
att(a6,a16):-0.6.
att(a6,a25):-0.59.
att(a6,a31):-0.2.
att(a6,a45):-0.59.
att(a6,a49):-0.61.
att(a15,a16):-0.73.
att(a15,a26):-0.23.
att(a15,a30):-0.28.
att(a15,a31):-0.82.
att(a15,a41):-0.37.
att(a15,a42):-0.11.
att(a15,a44):-0.74.
att(a15,a47):-0.77.
att(a16,a25):-0.53.
att(a16,a30):-0.83.
att(a16,a41):-0.97.
att(a16,a44):-0.65.
att(a31,a44):-0.52.
att(a7,a19):-0.9.
att(a8,a10):-0.52.

# number of nodes = 49
# number of edges = 70
